frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,distance_all_body,distance_head,distance_upper_body,distance_lower_body,distance_arms,distance_legs,distance_left_arm,distance_right_arm,distance_left_leg,distance_right_leg
-1,37,1,-1,1950,0.5569999999999998,0.6100000000000002,0.28200000000000003,0.416,0.28200000000000003,0.416,0.14000000000000004,0.13,0.05700000000000005,0.08899999999999994
-1,49,2,-1,1950,20.565,1.2459999999999996,4.621,5.441000000000002,4.621,5.441000000000002,0.1009999999999999,0.07399999999999993,0.03200000000000035,0.03100000000000002
-1,25,3,-1,1950,2.4130000000000003,0.31900000000000006,0.7549999999999999,0.5489999999999999,0.7549999999999999,0.5489999999999999,0.18399999999999994,0.373,0.14700000000000005,0.06399999999999996
-1,111,-2,-2,1950,7.845,0.725,1.886,2.135,1.886,2.135,0.142,0.192,0.079,0.061
-1,20,1,-1,1960,0.13700000000000023,0.544,0.27299999999999996,0.14500000000000007,0.27299999999999996,0.14500000000000007,0.42600000000000005,0.12399999999999999,0.12399999999999999,0.105
-1,42,2,-1,1960,1.2149999999999999,0.8540000000000002,0.9239999999999998,0.28700000000000003,0.9239999999999998,0.28700000000000003,0.09200000000000003,0.08900000000000005,0.028000000000000032,0.05599999999999999
-1,48,3,-1,1960,0.23300000000000032,1.2639999999999998,0.28900000000000003,0.3920000000000001,0.28900000000000003,0.3920000000000001,0.06100000000000011,0.16900000000000015,0.04700000000000004,0.033999999999999975
-1,110,-2,-2,1960,0.528,0.887,0.495,0.275,0.495,0.275,0.193,0.127,0.066,0.065
-1,48,1,-1,1970,2.204,0.6420000000000002,1.1880000000000002,0.3249999999999999,1.1880000000000002,0.3249999999999999,0.3239999999999999,0.39900000000000013,0.012000000000000009,0.01200000000000001
-1,29,2,-1,1970,0.366,0.24600000000000002,0.20299999999999999,0.053000000000000005,0.20299999999999999,0.053000000000000005,0.0010000000000000044,0.0010000000000000312,6.938893903907228e-18,2.6020852139652106e-18
-1,17,3,-1,1970,0.9009999999999999,0.337,0.18900000000000006,0.402,0.18900000000000006,0.402,0.077,0.29000000000000004,0.009999999999999995,0.294
-1,12,4,-1,1970,1.0210000000000001,0.196,0.661,0.138,0.661,0.138,0.061999999999999986,0.21700000000000003,0.030000000000000006,0.064
-1,106,-2,-2,1970,1.123,0.355,0.56,0.229,0.56,0.229,0.116,0.227,0.013,0.092
-1,23,1,-1,1980,3.678000000000001,0.7070000000000002,1.157,0.8559999999999999,1.157,0.8559999999999999,0.13300000000000003,0.10399999999999998,0.11900000000000009,0.1309999999999999
-1,66,2,-1,1980,1.288,1.6399999999999995,0.5860000000000003,0.9079999999999999,0.5860000000000003,0.9079999999999999,0.07599999999999996,0.06400000000000004,0.06500000000000024,0.05700000000000005
-1,34,3,-1,1980,0.6449999999999998,0.40100000000000013,0.06199999999999997,0.2659999999999999,0.06199999999999997,0.2659999999999999,0.052000000000000005,0.03600000000000001,0.047000000000000035,0.079
-1,34,4,-1,1980,0.8660000000000001,0.7560000000000003,0.4950000000000001,0.517,0.4950000000000001,0.517,0.336,0.262,0.20600000000000007,0.21900000000000003
-1,42,5,-1,1980,0.5900000000000001,0.6430000000000003,0.16499999999999998,0.258,0.16499999999999998,0.258,0.187,0.08399999999999996,0.026999999999999948,0.04099999999999994
-1,23,6,-1,1980,2.9800000000000004,0.517,1.0119999999999996,0.9269999999999998,1.0119999999999996,0.9269999999999998,0.02899999999999997,0.06000000000000005,0.02699999999999994,0.029999999999999985
-1,222,-2,-2,1980,1.674,0.777,0.58,0.622,0.58,0.622,0.135,0.102,0.082,0.093
