frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,delta_all_body,delta_head,delta_upper_body,delta_lower_body,delta_arms,delta_legs,delta_left_arm,delta_right_arm,delta_left_leg,delta_right_leg,delta_left_shoulder,delta_right_shoulder,delta_left_elbow,delta_right_elbow,delta_left_wrist,delta_right_wrist,delta_left_hip,delta_right_hip,delta_left_knee,delta_right_knee,delta_left_ankle,delta_right_ankle
2090,10,1,11,1980,2.809,0.035,0.35,0.23,0.35,0.23,-0.025,-0.018,-0.077,-0.17,0.047,0.048,0.077,0.083,0.084,0.108,0.029,0.029,0.017,0.022,0.041,0.014
2095,11,1,11,1980,-0.626,0.017,-0.25,0.222,-0.25,0.222,-0.149,-0.144,-0.024,-0.001,0.027,0.024,0.011,0.011,0.021,0.06,0.028,0.028,0.026,0.011,0.009,0.025
2100,12,1,11,1980,0.407,0.025,0.339,0.032,0.339,0.032,0.018,0.028,-0.015,0.022,0.034,0.034,0.016,0.067,0.027,0.022,0.027,0.025,0.016,0.048,0.005,0.013
2105,13,1,11,1980,-0.448,0.022,-0.123,0.049,-0.123,0.049,-0.016,-0.061,0.021,0.035,0.022,0.021,0.02,0.029,0.019,0.012,0.027,0.026,0.029,0.067,0.013,0.028
2110,14,1,11,1980,0.369,0.024,0.172,0.121,0.172,0.121,0.057,0.038,0.179,-0.002,0.028,0.017,0.034,0.034,0.056,0.049,0.037,0.025,0.061,0.055,0.15,0.039
2115,15,1,11,1980,-0.742,0.033,-0.135,-0.323,-0.135,-0.323,-0.022,-0.018,-0.167,0.021,0.03,0.029,0.024,0.013,0.042,0.04,0.028,0.036,0.019,0.027,0.034,0.077
2120,16,1,11,1980,0.755,0.048,0.069,0.213,0.069,0.213,0.021,0.008,0.115,-0.048,0.051,0.037,0.032,0.038,0.034,0.015,0.054,0.045,0.06,0.023,0.082,0.024
2130,18,1,11,1980,1.597,0.199,0.901,0.827,0.901,0.827,0.439,0.491,0.323,0.571,0.183,0.232,0.179,0.192,0.194,0.157,0.18,0.217,0.156,0.206,0.183,0.24
2135,19,1,11,1980,-5.652,0.008,-1.88,-1.853,-1.88,-1.853,-0.45,-0.5,-0.331,-0.628,0.028,0.021,0.037,0.034,0.041,0.026,0.03,0.024,0.068,0.0,0.09,0.011
2140,20,1,11,1980,5.759,0.008,1.073,0.953,1.073,0.953,0.055,0.068,-0.132,0.126,0.026,0.017,0.058,0.061,0.077,0.071,0.002,0.026,0.026,0.044,0.028,0.091
2145,21,1,11,1980,-1.941,0.037,-0.151,0.207,-0.151,0.207,-0.005,-0.023,0.107,0.094,0.03,0.075,0.062,0.035,0.064,0.016,0.023,0.062,0.048,0.054,0.092,0.139
2150,22,1,11,1980,-0.439,0.04,-0.017,-0.369,-0.017,-0.369,-0.023,-0.022,-0.044,-0.124,0.042,0.022,0.045,0.033,0.046,0.049,0.045,0.039,0.048,0.043,0.026,0.049
2220,0,2,12,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,1,2,12,1980,0.475,0.005,0.285,0.185,0.285,0.185,0.244,0.041,0.084,0.101,0.011,0.004,0.01,0.02,0.223,0.017,0.064,0.075,0.006,0.011,0.014,0.015
2230,2,2,12,1980,-1.135,0.021,-0.389,-0.292,-0.389,-0.292,-0.073,-0.031,-0.062,-0.045,0.006,0.005,0.022,0.002,0.143,0.003,0.014,0.012,0.004,0.03,0.004,0.014
2235,3,2,12,1980,1.345,0.062,0.433,0.19,0.433,0.19,0.196,0.133,0.066,0.017,0.061,0.041,0.104,0.048,0.202,0.054,0.053,0.046,0.026,0.011,0.009,0.016
2240,4,2,12,1980,-1.601,0.015,-0.746,-0.185,-0.746,-0.185,-0.307,-0.11,-0.063,-0.039,0.007,0.003,0.013,0.011,0.04,0.019,0.004,0.009,0.012,0.014,0.009,0.011
2245,5,2,12,1980,1.876,0.026,0.758,0.176,0.758,0.176,0.301,0.04,0.025,0.049,0.052,0.01,0.083,0.013,0.226,0.05,0.02,0.032,0.019,0.032,0.011,0.019
2250,6,2,12,1980,-1.875,0.006,-0.736,-0.185,-0.736,-0.185,-0.336,-0.059,-0.037,-0.074,0.005,0.004,0.003,0.007,0.017,0.003,0.003,0.001,0.004,0.004,0.006,0.004
2255,7,2,12,1980,1.639,0.003,0.512,0.209,0.512,0.209,0.049,0.068,0.03,0.068,0.021,0.003,0.02,0.019,0.033,0.06,0.013,0.026,0.021,0.026,0.009,0.025
2260,8,2,12,1980,-1.15,0.003,-0.233,-0.196,-0.233,-0.196,-0.058,-0.058,-0.033,-0.065,0.002,0.002,0.003,0.006,0.011,0.016,0.003,0.004,0.002,0.002,0.005,0.006
2265,9,2,12,1980,0.7,0.032,0.131,0.111,0.131,0.111,0.004,0.011,0.006,0.007,0.01,0.008,0.005,0.004,0.005,0.023,0.001,0.003,0.009,0.01,0.006,0.006
2270,10,2,12,1980,-0.093,0.024,0.078,0.079,0.078,0.079,0.022,0.071,0.039,0.053,0.011,0.019,0.007,0.03,0.024,0.057,0.02,0.028,0.02,0.026,0.015,0.018
2275,11,2,12,1980,-0.571,0.006,-0.201,-0.195,-0.201,-0.195,-0.017,-0.091,-0.041,-0.062,0.004,0.003,0.002,0.003,0.019,0.009,0.002,0.005,0.006,0.003,0.006,0.002
2280,12,2,12,1980,0.675,0.006,0.159,0.12,0.159,0.12,0.012,0.039,0.01,0.007,0.008,0.006,0.014,0.015,0.015,0.033,0.012,0.008,0.009,0.004,0.003,0.005
2285,13,2,12,1980,-0.071,0.03,0.079,0.105,0.079,0.105,0.148,-0.018,0.008,0.114,0.034,0.018,0.032,0.012,0.119,0.006,0.017,0.017,0.01,0.058,0.005,0.056
2290,14,2,12,1980,-0.111,0.053,-0.078,0.128,-0.078,0.128,-0.036,0.088,0.147,0.103,0.043,0.043,0.059,0.048,0.047,0.033,0.058,0.046,0.063,0.051,0.058,0.137
2295,15,2,12,1980,-0.487,0.031,0.012,-0.427,0.012,-0.427,0.033,0.031,-0.098,-0.079,0.034,0.035,0.077,0.047,0.071,0.073,0.02,0.029,0.04,0.038,0.021,0.088
2300,16,2,12,1980,1.12,0.059,0.028,0.649,0.028,0.649,0.044,0.048,0.437,0.035,0.058,0.06,0.061,0.04,0.107,0.103,0.034,0.058,0.104,0.064,0.38,0.068
2305,17,2,12,1980,-2.049,0.009,-0.279,-1.043,-0.279,-1.043,-0.121,-0.066,-0.411,-0.16,0.019,0.017,0.008,0.047,0.078,0.073,0.009,0.016,0.079,0.012,0.019,0.002
2310,18,2,12,1980,2.817,0.003,0.242,1.259,0.242,1.259,0.117,-0.062,0.523,0.165,0.01,0.012,0.071,0.005,0.141,0.058,0.024,0.034,0.201,0.075,0.405,0.086
2315,19,2,12,1980,-2.617,0.04,0.224,-1.377,0.224,-1.377,-0.064,0.343,-0.572,-0.117,0.035,0.066,0.045,0.163,0.078,0.189,0.005,0.017,0.025,0.023,0.028,0.038
2320,20,2,12,1980,1.342,0.015,-0.488,0.702,-0.488,0.702,-0.098,-0.111,-0.007,0.02,0.01,0.02,0.01,0.114,0.04,0.173,0.016,0.019,0.021,0.048,0.014,0.031
2325,21,2,12,1980,-0.044,0.038,0.113,0.034,0.113,0.034,-0.018,-0.078,0.085,-0.038,0.021,0.049,0.011,0.063,0.01,0.117,0.021,0.023,0.027,0.013,0.088,0.024
2330,22,2,12,1980,-0.354,0.019,-0.058,-0.13,-0.058,-0.13,0.024,-0.178,-0.076,-0.007,0.032,0.021,0.033,0.015,0.001,0.015,0.024,0.023,0.017,0.021,0.019,0.009
2335,23,2,12,1980,0.742,0.08,0.332,0.161,0.332,0.161,0.052,0.126,0.067,0.011,0.038,0.071,0.045,0.056,0.035,0.05,0.041,0.039,0.031,0.015,0.055,0.01
2340,24,2,12,1980,-0.882,0.027,-0.269,-0.067,-0.269,-0.067,0.026,-0.117,-0.019,0.03,0.038,0.033,0.019,0.017,0.087,0.01,0.031,0.023,0.024,0.014,0.053,0.057
2345,25,2,12,1980,1.042,0.011,0.617,0.105,0.617,0.105,0.163,0.363,-0.086,0.202,0.047,0.075,0.104,0.131,0.156,0.217,0.015,0.032,0.005,0.096,0.002,0.168
2350,26,2,12,1980,-1.649,0.009,-0.615,-0.31,-0.615,-0.31,0.025,-0.114,0.033,-0.227,0.064,0.041,0.117,0.091,0.151,0.177,0.034,0.012,0.004,0.027,0.017,0.03
2355,27,2,12,1980,0.833,0.046,-0.294,0.165,-0.294,0.165,-0.192,-0.191,-0.004,-0.025,0.016,0.007,0.016,0.024,0.108,0.087,0.023,0.008,0.009,0.016,0.019,0.02
2360,28,2,12,1980,0.501,0.016,0.42,-0.018,0.42,-0.018,0.097,-0.06,-0.015,-0.032,0.022,0.006,0.071,0.014,0.144,0.038,0.017,0.006,0.015,0.003,0.004,0.003
2365,29,2,12,1980,-0.246,0.009,-0.179,0.342,-0.179,0.342,-0.114,-0.028,0.263,0.032,0.003,0.003,0.015,0.02,0.105,0.007,0.029,0.018,0.108,0.014,0.162,0.012
2370,30,2,12,1980,-0.142,0.017,0.116,-0.103,0.116,-0.103,-0.048,0.022,-0.164,0.356,0.006,0.025,0.005,0.014,0.064,0.013,0.011,0.027,0.029,0.144,0.095,0.229
2375,31,2,12,1980,-0.278,0.01,0.021,-0.279,0.021,-0.279,-0.012,0.007,0.003,-0.09,0.018,0.014,0.027,0.024,0.018,0.021,0.025,0.021,0.056,0.107,0.057,0.182
2380,32,2,12,1980,-0.019,0.004,-0.061,-0.21,-0.061,-0.21,-0.04,-0.026,-0.06,-0.237,0.008,0.001,0.002,0.014,0.013,0.018,0.027,0.015,0.029,0.037,0.022,0.021
2385,33,2,12,1980,0.834,0.02,0.211,0.336,0.211,0.336,0.131,0.014,0.036,0.003,0.022,0.021,0.051,0.012,0.081,0.014,0.008,0.02,0.057,0.028,0.049,0.028
2390,34,2,12,1980,-0.925,0.021,-0.233,-0.146,-0.233,-0.146,-0.067,-0.021,-0.046,-0.061,0.013,0.0,0.015,0.019,0.059,0.007,0.003,0.002,0.016,0.009,0.049,0.004
2395,35,2,12,1980,0.561,0.004,0.038,0.161,0.038,0.161,-0.051,0.001,0.031,0.023,0.01,0.009,0.014,0.007,0.012,0.011,0.005,0.008,0.024,0.009,0.07,0.021
2400,36,2,12,1980,0.054,0.023,0.21,0.024,0.21,0.024,0.16,0.0,-0.012,0.09,0.022,0.005,0.031,0.016,0.143,0.006,0.012,0.005,0.021,0.023,0.054,0.1
2405,37,2,12,1980,-0.652,0.015,-0.191,-0.219,-0.191,-0.219,-0.062,0.031,-0.037,-0.104,0.002,0.013,0.024,0.032,0.108,0.013,0.004,0.005,0.006,0.004,0.04,0.015
2410,38,2,12,1980,0.637,0.009,0.05,0.183,0.05,0.183,-0.018,0.037,0.002,0.04,0.022,0.016,0.041,0.034,0.053,0.045,0.009,0.012,0.003,0.008,0.04,0.044
2415,39,2,12,1980,-0.225,0.015,-0.148,0.15,-0.148,0.15,-0.055,-0.074,0.205,-0.013,0.022,0.002,0.024,0.002,0.015,0.017,0.032,0.024,0.088,0.013,0.137,0.014
2420,40,2,12,1980,-0.055,0.004,0.138,-0.18,0.138,-0.18,-0.016,0.025,-0.125,0.137,0.001,0.01,0.018,0.01,0.026,0.026,0.007,0.005,0.038,0.037,0.087,0.146
2425,41,2,12,1980,-0.022,0.017,0.086,-0.163,0.086,-0.163,0.095,0.0,-0.051,-0.1,0.001,0.01,0.09,0.034,0.049,0.002,0.021,0.012,0.038,0.016,0.022,0.06
2430,42,2,12,1980,0.219,0.026,-0.029,0.162,-0.029,0.162,-0.064,0.13,-0.032,0.043,0.003,0.019,0.03,0.077,0.043,0.08,0.012,0.016,0.013,0.02,0.024,0.095
2435,43,2,12,1980,-0.283,0.012,-0.128,-0.008,-0.128,-0.008,0.023,-0.085,0.069,-0.066,0.004,0.021,0.038,0.037,0.057,0.033,0.013,0.007,0.038,0.007,0.067,0.051
2440,44,2,12,1980,0.343,0.016,0.131,0.072,0.131,0.072,0.026,0.043,0.084,-0.009,0.013,0.021,0.049,0.022,0.063,0.091,0.02,0.014,0.075,0.022,0.107,0.02
2445,45,2,12,1980,-0.285,0.018,0.001,-0.085,0.001,-0.085,0.003,0.067,-0.022,0.012,0.027,0.049,0.045,0.093,0.056,0.059,0.04,0.039,0.041,0.009,0.099,0.02
2450,46,2,12,1980,0.293,0.077,-0.082,0.232,-0.082,0.232,0.107,-0.119,-0.075,0.297,0.054,0.028,0.067,0.022,0.114,0.032,0.044,0.045,0.031,0.142,0.03,0.178
2455,47,2,12,1980,-0.497,0.058,-0.039,-0.289,-0.039,-0.289,-0.003,-0.048,-0.011,-0.056,0.083,0.018,0.074,0.003,0.075,0.013,0.058,0.039,0.013,0.065,0.023,0.205
2460,48,2,12,1980,0.497,0.05,0.088,0.089,0.088,0.089,-0.127,0.164,0.175,-0.153,0.042,0.065,0.035,0.076,0.028,0.057,0.05,0.053,0.128,0.043,0.091,0.06
2465,49,2,12,1980,-0.433,0.045,-0.12,-0.131,-0.12,-0.131,0.016,-0.099,-0.024,-0.085,0.026,0.018,0.036,0.03,0.059,0.051,0.043,0.025,0.081,0.023,0.121,0.023
2470,50,2,12,1980,0.335,0.024,0.043,0.062,0.043,0.062,-0.018,-0.022,-0.026,-0.021,0.036,0.028,0.038,0.025,0.029,0.024,0.024,0.022,0.063,0.011,0.132,0.017
2475,51,2,12,1980,-0.193,0.011,0.078,-0.153,0.078,-0.153,-0.003,0.041,-0.19,-0.01,0.009,0.022,0.009,0.021,0.082,0.075,0.002,0.017,0.008,0.017,0.019,0.006
2480,52,2,12,1980,0.231,0.021,-0.053,0.199,-0.053,0.199,0.0,-0.015,0.018,-0.019,0.008,0.012,0.034,0.031,0.058,0.06,0.001,0.002,0.026,0.012,0.02,0.007
2485,53,2,12,1980,-0.059,0.029,0.025,0.054,0.025,0.054,-0.002,0.012,-0.023,0.076,0.016,0.025,0.048,0.045,0.034,0.045,0.013,0.03,0.005,0.038,0.006,0.029
2490,54,2,12,1980,-0.061,0.034,0.003,0.01,0.003,0.01,-0.009,0.022,0.078,-0.015,0.018,0.027,0.03,0.024,0.041,0.086,0.025,0.023,0.011,0.002,0.066,0.057
2495,55,2,12,1980,-0.08,0.019,-0.084,0.032,-0.084,0.032,-0.024,-0.047,0.066,0.029,0.023,0.023,0.019,0.003,0.023,0.064,0.02,0.035,0.06,0.045,0.088,0.031
2500,56,2,12,1980,0.22,0.047,0.259,-0.119,0.259,-0.119,0.101,0.087,-0.092,0.068,0.025,0.039,0.038,0.057,0.103,0.081,0.049,0.041,0.014,0.054,0.013,0.084
2505,57,2,12,1980,-0.224,0.036,-0.066,-0.007,-0.066,-0.007,0.145,-0.023,0.049,-0.08,0.056,0.019,0.113,0.039,0.142,0.096,0.037,0.019,0.051,0.023,0.037,0.057
2510,58,2,12,1980,-0.196,0.028,-0.243,-0.018,-0.243,-0.018,-0.109,-0.012,-0.022,-0.027,0.047,0.039,0.062,0.04,0.093,0.063,0.04,0.015,0.044,0.032,0.019,0.025
2515,59,2,12,1980,0.224,0.025,-0.083,0.049,-0.083,0.049,-0.118,-0.086,0.03,-0.03,0.03,0.022,0.03,0.019,0.024,0.015,0.026,0.018,0.039,0.015,0.068,0.009
2520,60,2,12,1980,0.237,0.026,0.207,-0.005,0.207,-0.005,-0.006,0.009,-0.018,0.013,0.023,0.02,0.018,0.012,0.037,0.033,0.02,0.011,0.044,0.033,0.051,0.011
2525,61,2,12,1980,-0.311,0.033,-0.055,-0.061,-0.055,-0.061,-0.022,-0.03,-0.059,-0.007,0.019,0.007,0.018,0.008,0.019,0.02,0.018,0.015,0.024,0.025,0.014,0.008
2530,62,2,12,1980,0.164,0.015,0.067,-0.001,0.067,-0.001,0.023,-0.008,-0.042,-0.025,0.026,0.013,0.021,0.009,0.032,0.005,0.001,0.002,0.012,0.008,0.001,0.013
2535,63,2,12,1980,0.202,0.053,0.066,0.164,0.066,0.164,0.03,0.051,0.067,0.03,0.046,0.045,0.035,0.024,0.028,0.009,0.032,0.031,0.038,0.012,0.011,0.01
2540,64,2,12,1980,-0.415,0.045,-0.088,-0.089,-0.088,-0.089,-0.019,0.012,-0.009,0.017,0.032,0.037,0.031,0.031,0.027,0.022,0.027,0.028,0.026,0.022,0.019,0.02
2545,65,2,12,1980,0.1,0.029,-0.033,-0.028,-0.033,-0.028,-0.014,-0.026,-0.007,-0.013,0.025,0.027,0.026,0.02,0.025,0.017,0.019,0.018,0.024,0.017,0.022,0.022
2575,0,3,13,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2580,1,3,13,1980,0.272,0.005,0.082,0.185,0.082,0.185,0.029,0.053,0.033,0.152,0.01,0.008,0.009,0.02,0.01,0.025,0.006,0.011,0.017,0.042,0.01,0.099
2585,2,3,13,1980,-0.687,0.003,-0.106,-0.312,-0.106,-0.312,0.004,-0.028,-0.009,-0.118,0.008,0.004,0.002,0.004,0.023,0.017,0.004,0.004,0.019,0.004,0.001,0.026
2590,3,3,13,1980,0.522,0.005,-0.018,0.12,-0.018,0.12,-0.023,-0.019,-0.012,0.005,0.003,0.001,0.003,0.002,0.004,0.003,0.002,0.003,0.002,0.011,0.008,0.025
2595,4,3,13,1980,0.015,0.006,0.068,0.048,0.068,0.048,0.016,0.01,0.01,0.031,0.007,0.004,0.008,0.004,0.011,0.008,0.002,0.002,0.017,0.014,0.003,0.054
2600,5,3,13,1980,-0.056,0.007,0.015,0.044,0.015,0.044,-0.003,0.044,0.015,0.07,0.006,0.005,0.01,0.013,0.007,0.042,0.005,0.008,0.026,0.046,0.006,0.086
2605,6,3,13,1980,-0.155,0.006,-0.01,-0.085,-0.01,-0.085,0.032,-0.001,0.093,-0.093,0.005,0.007,0.007,0.005,0.043,0.047,0.002,0.002,0.033,0.013,0.095,0.032
2610,7,3,13,1980,-0.086,0.002,-0.085,-0.092,-0.085,-0.092,-0.015,-0.039,-0.065,-0.027,0.001,0.004,0.012,0.007,0.027,0.009,0.005,0.002,0.017,0.009,0.043,0.009
2615,8,3,13,1980,0.335,0.002,0.05,0.108,0.05,0.108,-0.008,0.004,0.025,-0.009,0.001,0.002,0.02,0.011,0.011,0.011,0.001,0.001,0.014,0.006,0.075,0.004
2620,9,3,13,1980,0.002,0.032,0.043,0.087,0.043,0.087,0.002,0.037,0.017,0.086,0.022,0.022,0.006,0.023,0.006,0.016,0.015,0.022,0.007,0.047,0.085,0.028
2625,10,3,13,1980,-0.481,0.01,-0.075,-0.254,-0.075,-0.254,-0.001,-0.035,-0.067,-0.084,0.01,0.009,0.009,0.012,0.014,0.005,0.01,0.009,0.018,0.002,0.012,0.002
2630,11,3,13,1980,0.587,0.003,0.037,0.228,0.037,0.228,0.002,-0.001,-0.008,0.085,0.004,0.004,0.014,0.011,0.017,0.01,0.008,0.008,0.012,0.036,0.012,0.054
2635,12,3,13,1980,-0.13,0.036,0.066,0.036,0.066,0.036,0.017,0.05,0.058,0.055,0.006,0.017,0.009,0.023,0.037,0.035,0.021,0.025,0.038,0.069,0.031,0.059
2640,13,3,13,1980,-0.437,0.007,-0.07,-0.236,-0.07,-0.236,0.016,-0.019,-0.025,-0.098,0.018,0.028,0.022,0.009,0.028,0.019,0.022,0.018,0.027,0.01,0.016,0.027
2645,14,3,13,1980,0.753,0.03,0.171,0.253,0.171,0.253,0.087,0.081,0.099,0.031,0.026,0.037,0.042,0.052,0.087,0.048,0.036,0.039,0.031,0.025,0.097,0.022
2650,15,3,13,1980,-0.977,0.005,-0.288,-0.24,-0.288,-0.24,-0.072,-0.048,-0.066,-0.044,0.012,0.01,0.026,0.021,0.045,0.058,0.024,0.02,0.038,0.016,0.036,0.006
2655,16,3,13,1980,0.624,0.002,0.096,0.003,0.096,0.003,-0.029,0.005,-0.073,-0.034,0.011,0.012,0.016,0.021,0.027,0.061,0.004,0.004,0.013,0.002,0.008,0.002
2660,17,3,13,1980,0.037,0.014,0.004,0.12,0.004,0.12,-0.002,-0.018,0.016,-0.003,0.011,0.012,0.009,0.023,0.032,0.041,0.003,0.002,0.011,0.002,0.027,0.001
2665,18,3,13,1980,-0.16,0.008,-0.04,0.01,-0.04,0.01,-0.032,-0.028,0.009,0.014,0.007,0.013,0.01,0.014,0.003,0.021,0.007,0.007,0.026,0.003,0.017,0.009
2670,19,3,13,1980,0.055,0.001,0.08,-0.048,0.08,-0.048,0.023,-0.003,-0.031,0.006,0.007,0.005,0.008,0.013,0.028,0.027,0.004,0.006,0.008,0.016,0.007,0.003
2675,20,3,13,1980,0.084,0.003,0.026,0.088,0.026,0.088,0.011,0.035,0.033,0.03,0.017,0.011,0.012,0.01,0.025,0.059,0.005,0.002,0.035,0.017,0.012,0.036
2680,21,3,13,1980,-0.342,0.004,-0.103,-0.126,-0.103,-0.126,-0.036,-0.021,-0.018,-0.045,0.008,0.006,0.006,0.013,0.004,0.04,0.007,0.004,0.016,0.004,0.011,0.002
2685,22,3,13,1980,0.37,0.014,0.084,0.047,0.084,0.047,0.009,0.018,-0.014,-0.002,0.018,0.016,0.003,0.016,0.006,0.045,0.002,0.001,0.001,0.004,0.017,0.003
2690,23,3,13,1980,-0.03,0.02,0.025,0.07,0.025,0.07,0.055,-0.003,0.04,0.014,0.024,0.029,0.013,0.02,0.045,0.025,0.011,0.016,0.034,0.005,0.015,0.001
2695,24,3,13,1980,-0.309,0.006,-0.124,-0.076,-0.124,-0.076,-0.042,-0.03,-0.036,0.014,0.007,0.009,0.011,0.014,0.022,0.021,0.016,0.016,0.004,0.016,0.004,0.004
2700,25,3,13,1980,0.569,0.044,0.229,0.102,0.229,0.102,0.087,0.07,0.053,0.027,0.05,0.054,0.032,0.041,0.045,0.019,0.033,0.039,0.022,0.017,0.022,0.007
2705,26,3,13,1980,-0.81,0.01,-0.3,-0.145,-0.3,-0.145,-0.086,-0.057,-0.043,-0.022,0.008,0.011,0.015,0.013,0.018,0.033,0.008,0.011,0.007,0.019,0.019,0.011
2710,27,3,13,1980,0.738,0.011,0.279,0.013,0.279,0.013,0.056,0.08,-0.024,-0.028,0.004,0.011,0.009,0.025,0.084,0.101,0.001,0.007,0.001,0.004,0.008,0.002
2715,28,3,13,1980,-0.281,0.03,-0.16,0.152,-0.16,0.152,-0.055,0.031,0.035,0.065,0.008,0.042,0.007,0.065,0.027,0.061,0.007,0.026,0.028,0.02,0.01,0.032
2720,29,3,13,1980,-0.226,0.016,-0.128,-0.092,-0.128,-0.092,-0.02,-0.132,-0.018,0.026,0.009,0.016,0.004,0.014,0.009,0.006,0.003,0.018,0.005,0.048,0.019,0.038
2725,30,3,13,1980,0.534,0.022,0.289,0.019,0.289,0.019,0.043,0.094,0.067,-0.04,0.034,0.012,0.027,0.038,0.004,0.08,0.025,0.013,0.01,0.016,0.059,0.035
2730,31,3,13,1980,-0.603,0.006,-0.182,-0.097,-0.182,-0.097,-0.019,-0.026,-0.053,-0.017,0.01,0.002,0.018,0.029,0.018,0.073,0.008,0.006,0.023,0.033,0.01,0.008
2735,32,3,13,1980,0.498,0.028,0.101,0.096,0.101,0.096,0.087,-0.031,0.011,0.015,0.017,0.017,0.005,0.011,0.111,0.045,0.014,0.012,0.031,0.034,0.007,0.016
2740,33,3,13,1980,-0.41,0.003,-0.174,-0.014,-0.174,-0.014,-0.081,-0.037,-0.005,0.017,0.012,0.009,0.025,0.004,0.015,0.023,0.009,0.012,0.031,0.047,0.007,0.02
2770,0,4,14,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,1,4,14,1980,0.181,0.007,0.064,0.11,0.064,0.11,0.029,0.035,0.054,0.056,0.015,0.019,0.012,0.009,0.002,0.007,0.022,0.024,0.024,0.019,0.008,0.013
2780,2,4,14,1980,-0.26,0.008,0.014,-0.101,0.014,-0.101,0.037,0.041,0.003,0.006,0.008,0.017,0.013,0.022,0.045,0.037,0.022,0.022,0.025,0.027,0.01,0.013
2785,3,4,14,1980,0.243,0.025,0.009,0.13,0.009,0.13,0.073,0.014,0.019,0.12,0.026,0.026,0.013,0.029,0.1,0.035,0.028,0.027,0.027,0.048,0.021,0.107
2790,4,4,14,1980,-0.707,0.016,-0.245,-0.314,-0.245,-0.314,-0.113,-0.045,-0.067,-0.108,0.011,0.017,0.005,0.013,0.01,0.015,0.001,0.004,0.006,0.016,0.002,0.054
2795,5,4,14,1980,0.915,0.007,0.152,0.213,0.152,0.213,0.016,-0.022,0.066,-0.028,0.005,0.005,0.003,0.008,0.034,0.01,0.009,0.006,0.001,0.01,0.065,0.03
2800,6,4,14,1980,-0.287,0.001,0.172,-0.088,0.172,-0.088,0.064,0.102,-0.028,-0.022,0.01,0.002,0.011,0.006,0.085,0.117,0.005,0.003,0.002,0.003,0.04,0.018
2805,7,4,14,1980,-0.219,0.005,-0.219,0.08,-0.219,0.08,-0.003,-0.05,0.029,0.001,0.007,0.014,0.023,0.027,0.073,0.034,0.012,0.01,0.016,0.011,0.048,0.004
2810,8,4,14,1980,0.049,0.007,0.008,-0.1,0.008,-0.1,-0.043,-0.002,-0.057,-0.013,0.006,0.013,0.034,0.032,0.02,0.028,0.004,0.003,0.002,0.002,0.013,0.007
2815,9,4,14,1980,0.746,0.022,0.302,0.337,0.302,0.337,0.105,0.152,0.083,0.184,0.042,0.037,0.084,0.068,0.039,0.12,0.038,0.035,0.028,0.015,0.036,0.146
2820,10,4,14,1980,-1.352,0.002,-0.45,-0.243,-0.45,-0.243,-0.015,-0.178,0.047,-0.023,0.035,0.015,0.066,0.013,0.049,0.019,0.048,0.047,0.043,0.046,0.058,0.08
2825,11,4,14,1980,0.598,0.006,0.159,-0.258,0.159,-0.258,-0.009,-0.025,-0.113,-0.121,0.011,0.012,0.018,0.002,0.112,0.008,0.005,0.008,0.011,0.013,0.02,0.031
2830,12,4,14,1980,0.505,0.006,0.01,0.396,0.01,0.396,-0.079,0.055,0.116,0.046,0.019,0.017,0.04,0.017,0.003,0.043,0.039,0.029,0.016,0.025,0.097,0.044
2835,13,4,14,1980,-0.473,0.021,0.187,-0.269,0.187,-0.269,0.064,0.099,-0.044,-0.063,0.032,0.031,0.054,0.038,0.04,0.107,0.021,0.017,0.02,0.01,0.067,0.008
2840,14,4,14,1980,-0.189,0.011,-0.281,0.02,-0.281,0.02,-0.029,-0.089,-0.087,0.0,0.003,0.009,0.01,0.036,0.084,0.042,0.002,0.005,0.01,0.014,0.009,0.016
2845,15,4,14,1980,0.996,0.11,0.345,0.291,0.345,0.291,0.11,0.117,0.117,0.087,0.104,0.094,0.07,0.041,0.033,0.069,0.067,0.063,0.059,0.04,0.012,0.019
2850,16,4,14,1980,-1.433,0.01,-0.458,-0.239,-0.458,-0.239,-0.135,-0.096,-0.072,0.037,0.006,0.01,0.025,0.03,0.041,0.068,0.003,0.013,0.021,0.061,0.042,0.085
2855,17,4,14,1980,0.981,0.016,0.138,0.14,0.138,0.14,-0.004,-0.089,0.168,-0.063,0.005,0.003,0.02,0.003,0.043,0.013,0.007,0.005,0.081,0.039,0.146,0.052
2860,18,4,14,1980,-0.305,0.026,0.17,-0.207,0.17,-0.207,0.014,0.063,-0.043,-0.059,0.026,0.021,0.016,0.009,0.04,0.052,0.022,0.014,0.061,0.014,0.108,0.009
2865,19,4,14,1980,-0.089,0.027,-0.097,-0.03,-0.097,-0.03,0.021,-0.041,-0.16,0.028,0.01,0.01,0.014,0.014,0.079,0.017,0.011,0.019,0.003,0.011,0.017,0.035
