frame_timestamp_global,frame_timestamp_local,i_entity,label,state_left_arm_up,state_left_arm_down,state_left_leg_up,state_left_leg_down,state_right_arm_up,state_right_arm_down,state_right_leg_up,state_right_leg_down,state_jump,state_duck
650,11,3,1950,1,1,0,0,1,1,0,0,0,1
655,12,3,1950,1,1,1,1,1,1,1,1,0,1
660,13,3,1950,1,1,0,0,1,1,0,0,0,1
665,14,3,1950,1,1,0,0,1,1,0,0,0,1
670,15,3,1950,1,1,0,0,1,1,0,0,0,1
675,16,3,1950,1,1,0,0,0,0,0,0,0,1
680,17,3,1950,1,1,0,0,0,0,0,0,0,1
685,18,3,1950,0,0,0,0,0,0,0,0,0,1
690,19,3,1950,1,1,0,0,1,1,0,0,0,1
695,20,3,1950,1,1,1,1,1,1,0,0,0,1
700,21,3,1950,1,1,0,0,1,1,0,0,0,1
705,22,3,1950,1,1,0,0,0,0,0,0,0,1
710,23,3,1950,1,1,0,0,1,1,0,0,0,1
715,24,3,1950,1,1,1,1,1,1,1,1,0,1
165,0,4,1950,1,1,0,0,0,0,0,0,0,1
170,1,4,1950,0,0,0,0,0,0,0,0,0,1
175,2,4,1950,0,0,0,0,0,0,0,0,0,1
180,3,4,1950,0,0,0,0,0,0,1,1,0,1
185,4,4,1950,0,0,0,0,0,0,1,1,0,1
190,5,4,1950,0,0,1,1,0,0,1,1,0,1
195,6,4,1950,0,0,1,1,0,0,1,1,0,1
200,7,4,1950,0,0,1,1,0,0,1,1,0,1
205,8,4,1950,0,0,1,1,1,1,1,1,0,1
210,9,4,1950,1,1,1,1,1,1,1,1,0,1
215,10,4,1950,0,0,1,1,1,1,1,1,0,1
220,11,4,1950,0,0,0,0,0,0,1,1,0,1
225,12,4,1950,0,0,0,0,0,0,0,0,0,1
230,13,4,1950,0,0,0,0,0,0,0,0,0,1
235,14,4,1950,0,0,0,0,0,0,0,0,0,1
240,15,4,1950,0,0,0,0,0,0,0,0,0,1
245,16,4,1950,0,0,0,0,0,0,0,0,0,1
250,17,4,1950,0,0,0,0,0,0,0,0,0,1
255,18,4,1950,0,0,0,0,0,0,0,0,0,1
260,19,4,1950,0,0,0,0,0,0,0,0,0,1
265,20,4,1950,0,0,0,0,0,0,0,0,0,1
270,21,4,1950,0,0,0,0,0,0,0,0,0,1
275,22,4,1950,0,0,0,0,0,0,0,0,0,1
280,23,4,1950,0,0,0,0,0,0,0,0,0,1
285,24,4,1950,0,0,0,0,0,0,0,0,0,1
290,25,4,1950,0,0,0,0,0,0,0,0,0,1
295,26,4,1950,1,1,1,1,0,0,1,1,0,1
300,27,4,1950,0,0,0,0,0,0,0,0,0,1
305,28,4,1950,0,0,0,0,1,1,1,1,0,1
310,29,4,1950,0,0,0,0,1,1,1,1,0,1
315,30,4,1950,0,0,0,0,0,0,0,0,0,1
320,31,4,1950,0,0,0,0,1,1,1,1,0,1
325,32,4,1950,0,0,0,0,0,0,0,0,0,1
330,33,4,1950,1,1,0,0,0,0,0,0,0,1
335,34,4,1950,0,0,0,0,0,0,1,1,0,1
340,35,4,1950,0,0,0,0,1,1,1,1,0,1
345,36,4,1950,0,0,0,0,0,0,1,1,0,1
350,37,4,1950,0,0,0,0,1,1,1,1,0,1
355,38,4,1950,0,0,1,1,1,1,1,1,0,1
360,39,4,1950,0,0,1,1,1,1,1,1,0,1
365,40,4,1950,0,0,1,1,1,1,1,1,0,1
370,41,4,1950,1,1,1,1,1,1,0,0,0,1
375,42,4,1950,1,1,0,0,1,1,0,0,0,1
380,43,4,1950,0,0,0,0,1,1,1,1,0,1
385,44,4,1950,0,0,0,0,1,1,0,0,0,1
390,45,4,1950,0,0,0,0,0,0,0,0,0,1
395,46,4,1950,0,0,0,0,0,0,0,0,0,1
400,47,4,1950,1,1,0,0,1,1,0,0,0,1
405,48,4,1950,1,1,0,0,1,1,0,0,0,1
410,49,4,1950,1,1,0,0,0,0,0,0,0,1
415,50,4,1950,0,0,0,0,1,1,0,0,0,1
750,0,5,1960,1,1,0,0,1,1,0,0,0,1
755,1,5,1960,1,1,0,0,1,1,0,0,0,1
760,2,5,1960,1,1,0,0,1,1,0,0,0,1
765,3,5,1960,1,1,0,0,1,1,0,0,0,1
770,4,5,1960,1,1,0,0,1,1,0,0,0,1
775,5,5,1960,1,1,0,0,1,1,0,0,0,1
780,6,5,1960,1,1,0,0,1,1,0,0,0,1
785,7,5,1960,1,1,1,1,1,1,0,0,0,1
790,8,5,1960,1,1,1,1,1,1,0,0,0,1
795,9,5,1960,1,1,0,0,1,1,0,0,0,1
800,10,5,1960,1,1,0,0,0,0,0,0,0,1
805,11,5,1960,1,1,0,0,0,0,1,1,0,1
810,12,5,1960,1,1,0,0,0,0,1,1,0,1
815,13,5,1960,1,1,0,0,1,1,0,0,0,1
820,14,5,1960,1,1,0,0,1,1,0,0,0,1
825,15,5,1960,1,1,0,0,1,1,0,0,0,1
830,16,5,1960,1,1,1,1,1,1,0,0,0,1
835,17,5,1960,1,1,1,1,1,1,1,1,0,1
840,18,5,1960,0,0,0,0,0,0,0,0,0,1
845,19,5,1960,1,1,1,1,1,1,0,0,0,1
885,0,6,1960,1,1,0,0,1,1,0,0,1,1
890,1,6,1960,1,1,0,0,1,1,0,0,0,1
895,2,6,1960,1,1,0,0,1,1,0,0,1,1
900,3,6,1960,1,1,0,0,1,1,0,0,0,1
905,4,6,1960,1,1,0,0,1,1,0,0,1,1
910,5,6,1960,1,1,0,0,1,1,0,0,0,1
915,6,6,1960,1,1,0,0,1,1,0,0,1,1
920,7,6,1960,1,1,0,0,1,1,0,0,0,1
925,8,6,1960,1,1,0,0,1,1,0,0,1,1
930,9,6,1960,1,1,0,0,1,1,0,0,0,1
935,10,6,1960,1,1,0,0,1,1,0,0,0,1
940,11,6,1960,1,1,0,0,1,1,0,0,0,1
945,12,6,1960,1,1,0,0,1,1,0,0,0,1
950,13,6,1960,1,1,0,0,1,1,0,0,0,1
955,14,6,1960,1,1,0,0,1,1,0,0,0,1
960,15,6,1960,1,1,0,0,1,1,0,0,0,1
965,16,6,1960,0,0,0,0,0,0,0,0,0,1
970,17,6,1960,0,0,0,0,1,1,0,0,1,1
975,18,6,1960,1,1,0,0,1,1,0,0,0,1
980,19,6,1960,0,0,0,0,1,1,1,1,0,1
985,20,6,1960,0,0,0,0,1,1,0,0,0,1
990,21,6,1960,1,1,0,0,1,1,0,0,0,1
995,22,6,1960,1,1,0,0,1,1,0,0,0,1
1000,23,6,1960,1,1,0,0,1,1,0,0,0,1
1005,24,6,1960,1,1,0,0,1,1,0,0,0,1
1010,25,6,1960,0,0,0,0,0,0,1,1,0,1
1015,26,6,1960,0,0,0,0,0,0,0,0,1,1
1020,27,6,1960,1,1,0,0,0,0,0,0,0,1
1025,28,6,1960,0,0,0,0,0,0,0,0,1,1
1030,29,6,1960,0,0,0,0,0,0,0,0,0,1
1035,30,6,1960,0,0,0,0,0,0,0,0,1,1
1040,31,6,1960,0,0,0,0,0,0,0,0,0,1
1045,32,6,1960,0,0,0,0,1,1,0,0,0,1
1050,33,6,1960,1,1,0,0,1,1,0,0,0,1
1055,34,6,1960,1,1,0,0,1,1,0,0,0,1
1060,35,6,1960,1,1,0,0,1,1,0,0,0,1
1065,36,6,1960,1,1,0,0,1,1,0,0,0,1
1070,37,6,1960,1,1,0,0,0,0,0,0,0,1
1075,38,6,1960,1,1,0,0,1,1,0,0,0,1
1080,39,6,1960,0,0,0,0,0,0,0,0,0,1
1085,40,6,1960,0,0,0,0,0,0,0,0,0,1
1090,41,6,1960,0,0,0,0,0,0,0,0,0,1
1125,0,7,1960,1,1,0,0,1,1,0,0,0,1
1130,1,7,1960,1,1,0,0,1,1,0,0,0,1
1135,2,7,1960,1,1,0,0,1,1,0,0,0,1
1140,3,7,1960,1,1,0,0,1,1,0,0,0,1
1145,4,7,1960,1,1,0,0,1,1,0,0,0,1
1150,5,7,1960,1,1,0,0,1,1,0,0,0,1
1155,6,7,1960,0,0,0,0,1,1,0,0,0,1
1160,7,7,1960,0,0,0,0,1,1,0,0,0,1
1165,8,7,1960,1,1,0,0,1,1,0,0,0,1
1170,9,7,1960,0,0,0,0,1,1,0,0,0,1
1175,10,7,1960,0,0,0,0,1,1,0,0,0,1
1180,11,7,1960,0,0,0,0,1,1,0,0,0,1
1185,12,7,1960,1,1,1,1,1,1,0,0,0,1
1190,13,7,1960,1,1,0,0,0,0,0,0,1,1
1195,14,7,1960,0,0,0,0,1,1,0,0,0,1
1200,15,7,1960,1,1,0,0,0,0,0,0,0,1
1205,16,7,1960,1,1,0,0,0,0,0,0,0,1
1210,17,7,1960,0,0,0,0,1,1,0,0,0,1
1215,18,7,1960,1,1,0,0,0,0,0,0,0,1
1220,19,7,1960,1,1,0,0,0,0,0,0,0,1
1225,20,7,1960,0,0,0,0,0,0,0,0,0,1
1230,21,7,1960,1,1,0,0,1,1,0,0,0,1
1235,22,7,1960,0,0,1,1,1,1,0,0,0,1
1240,23,7,1960,1,1,0,0,0,0,0,0,0,1
1245,24,7,1960,1,1,0,0,0,0,0,0,0,1
1250,25,7,1960,1,1,0,0,1,1,0,0,0,1
1255,26,7,1960,1,1,0,0,1,1,0,0,0,1
1260,27,7,1960,1,1,0,0,1,1,0,0,0,1
1265,28,7,1960,0,0,0,0,0,0,0,0,0,1
1270,29,7,1960,0,0,1,1,1,1,0,0,0,1
1275,30,7,1960,0,0,0,0,1,1,0,0,0,1
1280,31,7,1960,0,0,0,0,1,1,0,0,0,1
1285,32,7,1960,1,1,0,0,1,1,0,0,0,1
1290,33,7,1960,0,0,0,0,1,1,0,0,0,1
1295,34,7,1960,1,1,0,0,1,1,0,0,0,1
1300,35,7,1960,0,0,0,0,1,1,0,0,0,1
1305,36,7,1960,0,0,0,0,1,1,0,0,0,1
1310,37,7,1960,0,0,1,1,1,1,0,0,0,1
1315,38,7,1960,0,0,0,0,1,1,0,0,0,1
1320,39,7,1960,0,0,0,0,1,1,0,0,0,1
1325,40,7,1960,0,0,0,0,1,1,1,1,0,1
1330,41,7,1960,0,0,0,0,0,0,0,0,0,1
1335,42,7,1960,0,0,0,0,1,1,0,0,0,1
1340,43,7,1960,0,0,1,1,0,0,0,0,0,1
1345,44,7,1960,0,0,1,1,0,0,0,0,0,1
1350,45,7,1960,1,1,0,0,0,0,0,0,0,1
1355,46,7,1960,1,1,0,0,1,1,0,0,0,1
1360,47,7,1960,1,1,0,0,1,1,0,0,0,1
445,0,8,1960,0,0,0,0,0,0,0,0,0,1
450,1,8,1960,0,0,0,0,0,0,0,0,0,1
455,2,8,1960,1,1,1,1,1,1,0,0,0,1
460,3,8,1960,1,1,1,1,1,1,0,0,0,1
465,4,8,1960,0,0,0,0,1,1,0,0,0,1
470,5,8,1960,0,0,0,0,1,1,0,0,0,1
475,6,8,1960,0,0,0,0,0,0,0,0,0,1
480,7,8,1960,0,0,0,0,0,0,0,0,0,1
485,8,8,1960,0,0,0,0,0,0,0,0,0,1
490,9,8,1960,1,1,0,0,0,0,0,0,0,1
495,10,8,1960,0,0,1,1,0,0,0,0,0,1
500,11,8,1960,0,0,0,0,1,1,1,1,0,1
505,12,8,1960,1,1,0,0,0,0,0,0,0,1
510,13,8,1960,1,1,0,0,0,0,0,0,0,1
515,14,8,1960,0,0,0,0,0,0,1,1,0,1
520,15,8,1960,0,0,0,0,1,1,0,0,0,1
525,16,8,1960,0,0,0,0,0,0,0,0,0,1
530,17,8,1960,1,1,0,0,0,0,0,0,0,1
535,18,8,1960,1,1,0,0,0,0,1,1,0,1
540,19,8,1960,1,1,0,0,0,0,1,1,0,1
545,20,8,1960,1,1,0,0,0,0,1,1,0,1
550,21,8,1960,1,1,0,0,0,0,1,1,0,1
555,22,8,1960,1,1,0,0,0,0,1,1,0,1
1395,0,9,1970,1,1,1,1,1,1,1,1,0,1
1400,1,9,1970,0,0,0,0,0,0,0,0,0,1
1405,2,9,1970,1,1,1,1,0,0,0,0,0,1
1410,3,9,1970,1,1,0,0,0,0,1,1,0,1
1415,4,9,1970,0,0,0,0,0,0,0,0,0,1
1420,5,9,1970,0,0,0,0,1,1,0,0,0,1
1425,6,9,1970,0,0,0,0,0,0,1,1,0,1
1430,7,9,1970,0,0,0,0,0,0,0,0,0,1
1435,8,9,1970,1,1,0,0,1,1,0,0,0,1
1440,9,9,1970,1,1,0,0,1,1,1,1,1,1
1445,10,9,1970,1,1,0,0,1,1,0,0,0,1
1450,11,9,1970,1,1,0,0,1,1,1,1,1,1
1455,12,9,1970,1,1,0,0,1,1,0,0,0,1
1460,13,9,1970,1,1,0,0,1,1,0,0,0,1
1465,14,9,1970,1,1,0,0,1,1,0,0,0,1
1470,15,9,1970,1,1,0,0,1,1,0,0,1,1
1475,16,9,1970,1,1,0,0,1,1,0,0,0,1
1480,17,9,1970,1,1,0,0,1,1,0,0,0,1
1485,18,9,1970,1,1,0,0,0,0,0,0,0,1
1490,19,9,1970,1,1,0,0,1,1,0,0,0,1
1495,20,9,1970,1,1,0,0,1,1,0,0,0,1
1500,21,9,1970,1,1,0,0,1,1,0,0,0,1
1505,22,9,1970,1,1,0,0,1,1,0,0,0,1
1510,23,9,1970,1,1,0,0,1,1,0,0,0,1
1515,24,9,1970,1,1,0,0,1,1,0,0,0,1
1520,25,9,1970,1,1,0,0,1,1,1,1,1,1
1525,26,9,1970,1,1,0,0,1,1,1,1,0,1
1530,27,9,1970,1,1,0,0,1,1,0,0,1,1
1535,28,9,1970,1,1,0,0,1,1,0,0,0,1
1540,29,9,1970,1,1,0,0,1,1,0,0,1,1
1545,30,9,1970,1,1,0,0,0,0,0,0,0,1
1550,31,9,1970,0,0,0,0,1,1,0,0,0,1
1555,32,9,1970,0,0,0,0,1,1,0,0,0,1
1560,33,9,1970,0,0,0,0,1,1,0,0,0,1
1565,34,9,1970,1,1,0,0,1,1,0,0,0,1
1570,35,9,1970,1,1,0,0,1,1,0,0,0,1
1575,36,9,1970,1,1,0,0,1,1,0,0,0,1
1580,37,9,1970,0,0,0,0,1,1,0,0,0,1
1585,38,9,1970,0,0,0,0,1,1,0,0,0,1
1590,39,9,1970,1,1,0,0,1,1,0,0,0,1
1595,40,9,1970,1,1,0,0,1,1,0,0,0,1
1600,41,9,1970,1,1,0,0,1,1,0,0,0,1
1605,42,9,1970,1,1,0,0,1,1,0,0,0,1
1610,43,9,1970,0,0,0,0,1,1,0,0,0,1
1615,44,9,1970,0,0,0,0,1,1,0,0,0,1
1620,45,9,1970,0,0,0,0,1,1,0,0,0,1
1625,46,9,1970,1,1,0,0,1,1,0,0,0,1
1630,47,9,1970,1,1,0,0,0,0,0,0,0,1
1665,0,10,1970,0,0,0,0,0,0,0,0,0,1
1670,1,10,1970,0,0,0,0,0,0,0,0,0,1
1675,2,10,1970,0,0,0,0,0,0,0,0,0,1
1680,3,10,1970,0,0,0,0,0,0,0,0,0,1
1685,4,10,1970,0,0,0,0,0,0,0,0,0,1
1690,5,10,1970,0,0,0,0,0,0,0,0,0,1
1695,6,10,1970,0,0,0,0,0,0,0,0,0,1
1700,7,10,1970,0,0,0,0,0,0,0,0,0,1
1705,8,10,1970,0,0,0,0,0,0,0,0,0,1
1710,9,10,1970,0,0,0,0,0,0,0,0,0,1
1715,10,10,1970,0,0,0,0,0,0,0,0,0,1
1720,11,10,1970,0,0,0,0,0,0,0,0,0,1
1725,12,10,1970,0,0,0,0,1,1,0,0,0,1
1730,13,10,1970,0,0,0,0,1,1,0,0,0,1
1735,14,10,1970,0,0,0,0,0,0,0,0,0,1
1740,15,10,1970,0,0,0,0,0,0,0,0,0,1
1745,16,10,1970,0,0,0,0,0,0,0,0,0,1
1750,17,10,1970,0,0,0,0,0,0,0,0,0,1
1755,18,10,1970,0,0,0,0,0,0,0,0,0,1
1760,19,10,1970,0,0,0,0,0,0,0,0,0,1
1765,20,10,1970,0,0,0,0,0,0,0,0,0,1
1770,21,10,1970,0,0,1,1,1,1,0,0,0,1
1775,22,10,1970,0,0,1,1,1,1,0,0,0,1
1780,23,10,1970,0,0,1,1,1,1,0,0,0,1
1785,24,10,1970,0,0,0,0,1,1,0,0,0,1
1790,25,10,1970,1,1,0,0,1,1,0,0,0,1
1795,26,10,1970,0,0,1,1,1,1,0,0,0,1
1800,27,10,1970,1,1,0,0,1,1,0,0,0,1
1805,28,10,1970,0,0,0,0,0,0,0,0,0,1
1825,0,11,1970,0,0,0,0,0,0,0,0,0,1
1830,1,11,1970,0,0,0,0,0,0,0,0,0,1
1835,2,11,1970,0,0,0,0,0,0,0,0,0,1
1840,3,11,1970,0,0,0,0,1,1,0,0,0,1
1845,4,11,1970,0,0,0,0,1,1,0,0,0,1
1850,5,11,1970,0,0,0,0,1,1,0,0,0,1
1855,6,11,1970,0,0,0,0,1,1,0,0,0,1
1860,7,11,1970,0,0,0,0,1,1,0,0,0,1
1865,8,11,1970,0,0,0,0,0,0,0,0,0,1
1870,9,11,1970,0,0,0,0,0,0,0,0,0,1
1875,10,11,1970,0,0,0,0,0,0,0,0,0,1
1880,11,11,1970,0,0,1,1,0,0,1,1,0,1
1885,12,11,1970,0,0,0,0,0,0,0,0,0,1
1890,13,11,1970,0,0,0,0,1,1,0,0,0,1
1895,14,11,1970,1,1,1,1,1,1,0,0,0,1
1900,15,11,1970,1,1,1,1,1,1,1,1,0,1
1905,16,11,1970,1,1,0,0,0,0,0,0,0,1
1950,0,12,1970,0,0,0,0,0,0,0,0,0,1
1955,1,12,1970,0,0,0,0,0,0,0,0,0,1
1960,2,12,1970,0,0,0,0,0,0,0,0,0,1
1965,3,12,1970,0,0,0,0,1,1,0,0,0,1
1970,4,12,1970,1,1,0,0,1,1,0,0,0,1
1975,5,12,1970,1,1,0,0,1,1,0,0,0,1
1980,6,12,1970,1,1,0,0,1,1,0,0,0,1
1985,7,12,1970,1,1,1,1,1,1,0,0,0,1
1990,8,12,1970,1,1,0,0,1,1,0,0,0,1
1995,9,12,1970,1,1,0,0,1,1,0,0,0,1
595,0,13,1970,0,0,0,0,0,0,0,0,0,1
600,1,13,1970,0,0,0,0,0,0,0,0,0,1
605,2,13,1970,0,0,1,1,1,1,0,0,0,1
610,3,13,1970,0,0,1,1,1,1,0,0,0,1
615,4,13,1970,1,1,1,1,1,1,0,0,0,1
620,5,13,1970,0,0,1,1,0,0,0,0,0,1
625,6,13,1970,1,1,0,0,0,0,0,0,0,1
630,7,13,1970,1,1,0,0,0,0,0,0,0,1
635,8,13,1970,1,1,0,0,0,0,0,0,0,1
640,9,13,1970,0,0,0,0,0,0,0,0,0,1
645,10,13,1970,0,0,0,0,0,0,0,0,1,1
650,11,13,1970,0,0,0,0,0,0,0,0,0,1
655,12,13,1970,0,0,0,0,0,0,0,0,0,1
660,13,13,1970,0,0,0,0,0,0,0,0,0,1
665,14,13,1970,0,0,0,0,0,0,0,0,0,1
670,15,13,1970,0,0,0,0,0,0,0,0,0,1
675,16,13,1970,0,0,0,0,1,1,0,0,0,1
680,17,13,1970,1,1,0,0,1,1,0,0,0,1
685,18,13,1970,1,1,0,0,1,1,0,0,0,1
690,19,13,1970,1,1,0,0,0,0,0,0,0,1
695,20,13,1970,1,1,0,0,1,1,0,0,1,1
700,21,13,1970,1,1,0,0,0,0,0,0,0,1
705,22,13,1970,0,0,0,0,1,1,0,0,0,1
710,23,13,1970,1,1,0,0,1,1,0,0,0,1
715,24,13,1970,1,1,0,0,1,1,0,0,0,1
720,25,13,1970,1,1,0,0,0,0,0,0,1,1
725,26,13,1970,0,0,0,0,1,1,1,1,0,1
730,27,13,1970,0,0,0,0,0,0,0,0,0,1
735,28,13,1970,0,0,0,0,0,0,0,0,0,1
740,29,13,1970,0,0,0,0,0,0,0,0,0,1
745,30,13,1970,1,1,0,0,0,0,0,0,0,1
750,31,13,1970,1,1,0,0,0,0,0,0,0,1
755,32,13,1970,0,0,0,0,1,1,0,0,0,1
760,33,13,1970,0,0,0,0,1,1,0,0,0,1
765,34,13,1970,0,0,0,0,0,0,0,0,0,1
770,35,13,1970,0,0,0,0,0,0,0,0,0,1
775,36,13,1970,0,0,0,0,0,0,0,0,0,1
780,37,13,1970,0,0,0,0,1,1,1,1,0,1
785,38,13,1970,1,1,0,0,1,1,0,0,0,1
790,39,13,1970,1,1,0,0,1,1,1,1,0,1
795,40,13,1970,1,1,0,0,0,0,1,1,0,1
800,41,13,1970,1,1,0,0,0,0,0,0,0,1
805,42,13,1970,1,1,0,0,1,1,0,0,0,1
830,0,14,1970,1,1,0,0,1,1,0,0,0,1
835,1,14,1970,1,1,0,0,0,0,0,0,0,1
840,2,14,1970,1,1,0,0,0,0,0,0,0,1
845,3,14,1970,1,1,0,0,0,0,0,0,0,1
850,4,14,1970,1,1,0,0,1,1,0,0,0,1
855,5,14,1970,1,1,0,0,1,1,0,0,0,1
860,6,14,1970,0,0,0,0,0,0,0,0,0,1
865,7,14,1970,1,1,0,0,0,0,0,0,0,1
870,8,14,1970,0,0,0,0,1,1,0,0,0,1
875,9,14,1970,0,0,0,0,1,1,0,0,0,1
880,10,14,1970,0,0,0,0,0,0,0,0,0,1
885,11,14,1970,0,0,0,0,0,0,1,1,0,1
890,12,14,1970,0,0,0,0,0,0,0,0,0,1
895,13,14,1970,1,1,0,0,0,0,0,0,0,1
900,14,14,1970,1,1,0,0,0,0,0,0,0,1
905,15,14,1970,1,1,0,0,1,1,0,0,0,1
910,16,14,1970,0,0,0,0,1,1,0,0,0,1
915,17,14,1970,1,1,0,0,1,1,0,0,0,1
920,18,14,1970,0,0,0,0,0,0,0,0,0,1
925,19,14,1970,0,0,1,1,0,0,0,0,0,1
930,20,14,1970,0,0,1,1,0,0,0,0,0,1
935,21,14,1970,0,0,1,1,0,0,0,0,0,1
940,22,14,1970,0,0,0,0,0,0,0,0,0,1
945,23,14,1970,0,0,0,0,0,0,0,0,0,1
950,24,14,1970,0,0,0,0,0,0,0,0,0,1
955,25,14,1970,0,0,0,0,0,0,0,0,0,1
960,26,14,1970,0,0,0,0,0,0,0,0,0,1
965,27,14,1970,0,0,0,0,0,0,0,0,0,1
