frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,distance_all_body,distance_head,distance_upper_body,distance_lower_body,distance_arms,distance_legs,distance_left_arm,distance_right_arm,distance_left_leg,distance_right_leg
-1,49,3,-1,1990,0.5229999999999997,1.513999999999999,0.31699999999999995,0.05900000000000005,0.31699999999999995,0.05900000000000005,0.07400000000000012,0.1080000000000001,0.05400000000000002,0.05600000000000002
-1,47,4,-1,1990,2.2399999999999998,0.9640000000000003,0.9579999999999999,0.5469999999999999,0.9579999999999999,0.5469999999999999,0.030000000000000082,0.05799999999999997,0.05799999999999998,0.06199999999999999
-1,210,-2,-2,1990,1.41,1.149,0.661,0.431,0.661,0.431,0.076,0.137,0.119,0.114
-1,38,1,-1,2000,3.114,0.7380000000000004,1.2940000000000003,0.17499999999999993,1.2940000000000003,0.17499999999999993,0.33299999999999996,0.486,0.09000000000000002,0.07600000000000001
-1,48,2,-1,2000,3.8509999999999995,1.3709999999999993,1.3229999999999995,0.8859999999999998,1.3229999999999995,0.8859999999999998,0.34800000000000003,0.4940000000000001,0.034000000000000044,0.04599999999999991
-1,26,3,-1,2000,1.2009999999999992,0.48400000000000015,0.7260000000000002,0.10200000000000002,0.7260000000000002,0.10200000000000002,0.06599999999999992,0.07300000000000004,0.03900000000000001,0.07099999999999998
-1,49,4,-1,2000,1.6379999999999995,1.0510000000000004,1.0769999999999995,0.41900000000000015,1.0769999999999995,0.41900000000000015,0.07500000000000002,0.22300000000000003,0.02000000000000001,0.203
-1,49,5,-1,2000,1.3,1.3400000000000003,0.5170000000000002,0.515,0.5170000000000002,0.515,0.397,0.14200000000000002,0.16700000000000012,0.196
-1,52,6,-1,2000,2.6940000000000004,1.0659999999999998,1.2929999999999997,0.433,1.2929999999999997,0.433,0.363,0.04899999999999998,0.08899999999999994,0.074
-1,49,7,-1,2000,1.6120000000000003,1.6520000000000001,1.4249999999999998,0.5109999999999998,1.4249999999999998,0.5109999999999998,0.0469999999999999,0.38800000000000023,0.03799999999999994,0.07600000000000001
-1,34,8,-1,2000,12.314999999999998,2.088,1.9539999999999993,5.463000000000001,1.9539999999999993,5.463000000000001,0.09500000000000013,0.028999999999999915,0.1,0.14499999999999968
-1,31,9,-1,2000,0.8910000000000007,0.4520000000000001,0.232,0.46199999999999974,0.232,0.46199999999999974,0.06999999999999999,0.034,0.07400000000000002,0.06400000000000002
-1,29,10,-1,2000,2.695,0.9800000000000001,1.1260000000000001,0.915,1.1260000000000001,0.915,0.37300000000000005,0.30700000000000005,0.3650000000000001,0.41100000000000003
-1,46,11,-1,2000,10.199,0.7090000000000002,0.921,2.343,0.921,2.343,0.05200000000000009,0.05900000000000001,0.417,0.21299999999999997
-1,451,-2,-2,2000,3.774,1.085,1.081,1.111,1.081,1.111,0.202,0.208,0.13,0.143
-1,37,1,-1,2010,0.5139999999999998,1.205,0.5610000000000002,0.31199999999999994,0.5610000000000002,0.31199999999999994,0.021999999999999964,0.054000000000000006,0.04600000000000007,0.028999999999999995
-1,19,2,-1,2010,0.8150000000000001,0.3810000000000001,0.2410000000000001,0.17800000000000005,0.2410000000000001,0.17800000000000005,0.04600000000000003,0.040999999999999995,0.037,0.02799999999999995
-1,59,3,-1,2010,1.2009999999999996,1.1310000000000002,0.6870000000000002,0.5700000000000004,0.6870000000000002,0.5700000000000004,0.060999999999999964,0.04200000000000003,0.055000000000000084,0.050000000000000086
-1,38,4,-1,2010,1.9789999999999992,0.6330000000000002,0.9769999999999999,0.98,0.9769999999999999,0.98,0.163,0.189,0.04999999999999996,0.08800000000000002
-1,49,5,-1,2010,0.44499999999999995,0.6570000000000003,0.198,0.22600000000000012,0.198,0.22600000000000012,0.06999999999999992,0.07800000000000001,0.129,0.02800000000000003
-1,67,6,-1,2010,12.755999999999998,1.9780000000000002,3.0930000000000013,2.8340000000000005,3.0930000000000013,2.8340000000000005,0.032000000000000015,0.07300000000000002,0.04400000000000001,0.019000000000000065
-1,56,7,-1,2010,1.8379999999999992,1.7119999999999993,0.8980000000000004,0.3029999999999998,0.8980000000000004,0.3029999999999998,0.059000000000000115,0.03200000000000014,0.025000000000000005,0.03200000000000002
-1,60,8,-1,2010,2.002,1.5949999999999995,0.5780000000000003,0.3190000000000001,0.5780000000000003,0.3190000000000001,0.07100000000000001,0.04900000000000004,0.025999999999999995,0.016999999999999973
-1,385,-2,-2,2010,2.694,1.162,0.904,0.715,0.904,0.715,0.066,0.07,0.052,0.036
