frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,distance_all_body,distance_head,distance_upper_body,distance_lower_body,distance_arms,distance_legs,distance_left_arm,distance_right_arm,distance_left_leg,distance_right_leg
-1,37,1,-1,1950,0.2559999999999999,0.6360000000000002,0.2229999999999999,0.3570000000000001,0.2229999999999999,0.3570000000000001,0.146,0.0799999999999999,0.055,0.093
-1,49,2,-1,1950,20.469,1.2459999999999996,4.723000000000001,5.575,4.723000000000001,5.575,0.1009999999999999,0.0739999999999999,0.0320000000000001,0.031
-1,25,3,-1,1950,2.4130000000000003,0.319,0.7549999999999999,0.5489999999999999,0.7549999999999999,0.5489999999999999,0.1839999999999999,0.373,0.147,0.0639999999999999
-1,51,4,-1,1950,1.485,0.9160000000000004,0.8079999999999999,0.385,0.8079999999999999,0.385,0.144,0.27,0.049,0.027
-1,20,1,-1,1960,0.203,0.548,0.327,0.15,0.327,0.15,0.405,0.153,0.129,0.105
-1,42,2,-1,1960,1.3349999999999995,0.8440000000000002,0.9609999999999996,0.2929999999999999,0.9609999999999996,0.2929999999999999,0.078,0.0869999999999999,0.0309999999999999,0.0579999999999999
-1,48,3,-1,1960,0.4999999999999995,1.321,0.3209999999999999,0.3980000000000001,0.3209999999999999,0.3980000000000001,0.0419999999999999,0.01,0.039,0.0739999999999999
-1,23,4,-1,1960,3.3919999999999995,0.486,1.8339999999999992,0.5239999999999999,1.8339999999999992,0.5239999999999999,0.034,0.0409999999999999,0.038,0.03
-1,48,1,-1,1970,1.9829999999999988,0.5640000000000002,0.7029999999999996,0.435,0.7029999999999996,0.435,0.296,0.0969999999999999,0.0449999999999999,0.063
-1,29,2,-1,1970,0.268,0.231,0.078,0.0339999999999999,0.078,0.0339999999999999,0.09,0.1749999999999999,0.06,0.051
-1,17,3,-1,1970,1.85,0.374,0.579,0.835,0.579,0.835,0.289,0.39,0.133,0.184
-1,12,4,-1,1970,0.596,0.09,0.1289999999999999,0.071,0.1289999999999999,0.071,0.026,0.034,0.185,0.0429999999999999
-1,43,5,-1,1970,1.346,1.1030000000000002,0.6709999999999999,0.738,0.6709999999999999,0.738,0.199,0.184,0.092,0.442
-1,37,6,-1,1970,0.8979999999999997,0.6800000000000002,0.7879999999999996,0.6119999999999999,0.7879999999999996,0.6119999999999999,0.0679999999999999,0.107,0.048,0.1589999999999999
-1,33,7,-1,1970,2.874000000000001,0.6790000000000003,0.4889999999999999,0.482,0.4889999999999999,0.482,0.0619999999999999,0.049,0.0269999999999999,0.052
-1,46,8,-1,1970,1.119999999999999,0.3160000000000001,1.259,0.2759999999999996,1.259,0.2759999999999996,0.284,0.345,0.017,0.092
-1,50,9,-1,1970,0.9159999999999998,0.4980000000000001,0.391,0.426,0.391,0.426,0.1050000000000001,0.1289999999999999,0.062,0.038
-1,23,1,-1,1980,12.652,0.95,2.3120000000000003,3.5360000000000005,2.3120000000000003,3.5360000000000005,0.1629999999999999,0.1040000000000001,0.291,0.2069999999999999
-1,66,2,-1,1980,1.5600000000000012,1.5609999999999995,0.7309999999999998,0.9740000000000004,0.7309999999999998,0.9740000000000004,0.074,0.0719999999999999,0.0629999999999999,0.0559999999999999
-1,34,3,-1,1980,0.9030000000000004,0.389,0.2150000000000001,0.2970000000000001,0.2150000000000001,0.2970000000000001,0.075,0.115,0.052,0.075
-1,34,4,-1,1980,0.6070000000000002,0.7550000000000002,0.4279999999999999,0.4910000000000001,0.4279999999999999,0.4910000000000001,0.322,0.2609999999999999,0.208,0.209
-1,42,5,-1,1980,0.0189999999999997,0.6150000000000003,0.104,0.2809999999999999,0.104,0.2809999999999999,0.1259999999999999,0.0539999999999999,0.0309999999999999,0.0319999999999999
-1,23,6,-1,1980,0.5609999999999999,0.4790000000000001,0.8899999999999999,0.413,0.8899999999999999,0.413,0.034,0.0610000000000001,0.0319999999999999,0.026
-1,80,7,-1,1980,1.5369999999999997,1.333999999999999,0.6740000000000006,0.415,0.6740000000000006,0.415,0.1830000000000001,0.1509999999999998,0.115,0.0619999999999999
-1,46,8,-1,1980,1.1770000000000005,1.9570000000000003,0.4979999999999999,0.3069999999999999,0.4979999999999999,0.3069999999999999,0.057,0.1099999999999999,0.066,0.043
-1,53,9,-1,1980,1.3920000000000003,0.8960000000000002,0.3799999999999998,0.2029999999999999,0.3799999999999998,0.2029999999999999,0.163,0.08,0.06,0.022
-1,45,10,-1,1980,2.261,0.7340000000000003,0.7010000000000001,0.476,0.7010000000000001,0.476,0.058,0.125,0.106,0.1029999999999999
-1,10,1,-1,1990,2.57,0.4019999999999999,0.361,0.8899999999999999,0.361,0.8899999999999999,0.0769999999999999,0.0639999999999999,0.097,0.116
-1,36,2,-1,1990,2.012,0.5660000000000002,0.3590000000000001,0.237,0.3590000000000001,0.237,0.0649999999999999,0.031,0.001,0.008
-1,51,3,-1,1990,4.83,0.8050000000000002,0.4920000000000001,1.6519999999999997,0.4920000000000001,1.6519999999999997,0.023,0.02,0.002,0.003
-1,35,4,-1,1990,0.7810000000000006,0.8140000000000003,0.312,0.209,0.312,0.209,0.063,0.0429999999999999,0.011,0.049
-1,50,5,-1,1990,4.895,1.5080000000000005,1.024,1.4899999999999998,1.024,1.4899999999999998,0.3319999999999999,0.0539999999999999,0.052,0.0579999999999999
