frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,delta_all_body,delta_head,delta_upper_body,delta_lower_body,delta_arms,delta_legs,delta_left_arm,delta_right_arm,delta_left_leg,delta_right_leg,delta_left_shoulder,delta_right_shoulder,delta_left_elbow,delta_right_elbow,delta_left_wrist,delta_right_wrist,delta_left_hip,delta_right_hip,delta_left_knee,delta_right_knee,delta_left_ankle,delta_right_ankle
1925,35,1,8,1980,-0.051,0.002,0.302,0.289,0.302,0.289,0.137,0.202,0.167,0.105,0.037,0.065,0.084,0.099,0.121,0.131,0.009,0.036,0.068,0.062,0.122,0.12
1930,36,1,8,1980,-1.742,0.004,-0.645,-0.508,-0.645,-0.508,-0.145,-0.161,-0.055,-0.181,0.01,0.02,0.03,0.015,0.057,0.099,0.012,0.018,0.047,0.006,0.085,0.013
1935,37,1,8,1980,1.612,0.002,0.245,0.216,0.245,0.216,-0.022,-0.039,-0.07,0.05,0.004,0.002,0.032,0.034,0.039,0.059,0.003,0.009,0.017,0.02,0.054,0.058
1940,38,1,8,1980,-0.252,0.019,0.181,0.011,0.181,0.011,-0.005,0.125,-0.029,0.02,0.008,0.022,0.028,0.066,0.034,0.132,0.012,0.02,0.018,0.054,0.015,0.033
1945,39,1,8,1980,-0.339,0.018,-0.075,-0.071,-0.075,-0.071,0.113,-0.068,-0.007,-0.073,0.037,0.055,0.064,0.065,0.082,0.032,0.014,0.025,0.015,0.004,0.009,0.005
1950,40,1,8,1980,-0.009,0.005,-0.206,0.064,-0.206,0.064,-0.106,-0.055,-0.017,0.001,0.004,0.011,0.012,0.02,0.061,0.066,0.005,0.006,0.012,0.016,0.004,0.013
1955,41,1,8,1980,0.32,0.006,0.079,0.098,0.079,0.098,-0.008,-0.074,0.098,-0.016,0.009,0.008,0.05,0.005,0.01,0.01,0.009,0.006,0.036,0.006,0.074,0.007
1960,42,1,8,1980,-0.099,0.004,0.169,-0.089,0.169,-0.089,0.017,0.07,-0.019,0.012,0.016,0.018,0.024,0.031,0.046,0.044,0.01,0.002,0.021,0.003,0.069,0.026
1965,43,1,8,1980,-0.261,0.027,-0.186,-0.018,-0.186,-0.018,-0.042,-0.057,-0.064,0.039,0.018,0.019,0.011,0.007,0.015,0.01,0.01,0.022,0.008,0.024,0.018,0.024
1970,44,1,8,1980,0.283,0.008,0.133,-0.035,0.133,-0.035,-0.006,0.04,-0.018,-0.042,0.007,0.013,0.013,0.025,0.018,0.038,0.001,0.004,0.011,0.008,0.006,0.016
1975,45,1,8,1980,-0.201,0.001,-0.125,0.029,-0.125,0.029,-0.029,-0.062,-0.012,-0.019,0.001,0.003,0.006,0.005,0.002,0.006,0.003,0.001,0.001,0.003,0.002,0.005
1980,46,1,8,1980,0.301,0.001,0.162,0.043,0.162,0.043,0.028,0.043,0.006,0.006,0.014,0.013,0.01,0.026,0.013,0.018,0.005,0.004,0.005,0.006,0.002,0.005
1985,47,1,8,1980,-0.224,0.025,-0.121,0.078,-0.121,0.078,-0.02,-0.03,0.054,0.036,0.01,0.006,0.001,0.005,0.006,0.016,0.004,0.007,0.03,0.012,0.032,0.032
1990,48,1,8,1980,0.31,0.027,0.309,-0.044,0.309,-0.044,0.119,0.14,0.03,0.016,0.035,0.039,0.05,0.056,0.051,0.072,0.013,0.008,0.022,0.021,0.061,0.038
1995,49,1,8,1980,0.157,0.086,0.354,0.009,0.354,0.009,0.278,0.335,0.004,0.051,0.081,0.088,0.135,0.155,0.198,0.259,0.047,0.048,0.014,0.032,0.039,0.038
2000,50,1,8,1980,-1.658,0.01,-1.01,-0.209,-1.01,-0.209,-0.15,-0.247,-0.068,-0.086,0.007,0.011,0.091,0.081,0.166,0.163,0.013,0.015,0.007,0.008,0.012,0.009
2005,51,1,8,1980,1.834,0.064,0.385,0.176,0.385,0.176,-0.026,0.014,0.008,0.014,0.058,0.055,0.081,0.091,0.099,0.123,0.01,0.021,0.018,0.019,0.012,0.006
2010,52,1,8,1980,0.039,0.041,0.54,0.083,0.54,0.083,0.268,0.26,0.039,0.066,0.054,0.046,0.162,0.167,0.29,0.316,0.061,0.049,0.012,0.037,0.006,0.026
2015,53,1,8,1980,-1.713,0.042,-0.857,-0.234,-0.857,-0.234,-0.026,-0.303,-0.06,-0.069,0.051,0.062,0.177,0.121,0.252,0.043,0.015,0.025,0.002,0.016,0.002,0.002
2020,54,1,8,1980,1.547,0.036,0.351,0.111,0.351,0.111,-0.2,0.222,0.005,-0.023,0.037,0.018,0.068,0.101,0.175,0.329,0.017,0.016,0.005,0.003,0.002,0.001
2025,55,1,8,1980,-0.913,0.021,-0.452,0.016,-0.452,0.016,-0.143,-0.287,0.001,-0.003,0.031,0.022,0.051,0.049,0.055,0.09,0.006,0.006,0.008,0.007,0.011,0.004
2030,56,1,8,1980,1.571,0.031,1.008,0.117,1.008,0.117,0.279,0.299,0.045,0.07,0.04,0.048,0.141,0.153,0.235,0.259,0.036,0.044,0.024,0.031,0.01,0.012
2035,57,1,8,1980,-2.596,0.029,-1.261,-0.208,-1.261,-0.208,-0.34,-0.343,-0.057,-0.036,0.018,0.006,0.031,0.022,0.027,0.089,0.004,0.002,0.005,0.014,0.004,0.035
2040,58,1,8,1980,2.143,0.013,0.593,0.097,0.593,0.097,-0.037,-0.053,0.01,-0.006,0.011,0.011,0.011,0.012,0.017,0.041,0.011,0.008,0.009,0.017,0.003,0.02
2045,59,1,8,1980,-0.722,0.005,0.03,-0.054,0.03,-0.054,-0.024,-0.036,-0.019,-0.031,0.003,0.005,0.004,0.012,0.008,0.011,0.001,0.001,0.002,0.004,0.001,0.009
2050,60,1,8,1980,0.16,0.009,0.073,0.059,0.073,0.059,0.004,0.009,0.007,0.002,0.004,0.005,0.007,0.013,0.008,0.019,0.004,0.006,0.006,0.006,0.001,0.004
2055,61,1,8,1980,-0.188,0.003,-0.034,-0.016,-0.034,-0.016,-0.01,-0.011,-0.001,-0.006,0.002,0.001,0.002,0.006,0.005,0.019,0.003,0.003,0.002,0.004,0.005,0.003
2060,62,1,8,1980,0.1,0.005,0.041,0.007,0.041,0.007,0.003,0.017,-0.001,0.001,0.004,0.004,0.005,0.006,0.003,0.033,0.003,0.004,0.005,0.005,0.001,0.002
2065,63,1,8,1980,-0.044,0.003,0.001,0.005,0.001,0.005,0.011,0.01,0.005,-0.0,0.005,0.005,0.012,0.016,0.006,0.032,0.004,0.007,0.004,0.003,0.006,0.001
2070,64,1,8,1980,0.099,0.01,0.068,0.03,0.068,0.03,0.05,0.039,0.002,0.033,0.019,0.011,0.029,0.024,0.025,0.057,0.01,0.013,0.003,0.014,0.003,0.017
2075,65,1,8,1980,-0.262,0.008,-0.149,-0.013,-0.149,-0.013,-0.018,-0.042,0.034,-0.012,0.017,0.015,0.018,0.01,0.02,0.025,0.019,0.013,0.024,0.007,0.007,0.012
2080,66,1,8,1980,0.988,0.04,0.546,0.248,0.546,0.248,0.217,0.269,0.212,0.058,0.042,0.042,0.102,0.11,0.128,0.167,0.039,0.033,0.126,0.032,0.097,0.025
2085,67,1,8,1980,-2.104,0.007,-1.018,-0.259,-1.018,-0.259,-0.253,-0.279,-0.173,0.184,0.008,0.004,0.007,0.024,0.004,0.012,0.005,0.01,0.07,0.129,0.014,0.135
2090,68,1,8,1980,1.994,0.012,0.781,-0.069,0.781,-0.069,0.134,0.115,0.013,-0.071,0.004,0.009,0.054,0.034,0.095,0.112,0.011,0.011,0.048,0.103,0.043,0.089
2095,69,1,8,1980,-1.32,0.007,-0.468,-0.135,-0.468,-0.135,-0.117,-0.102,-0.078,-0.115,0.007,0.008,0.018,0.02,0.011,0.025,0.002,0.003,0.007,0.036,0.015,0.049
2100,70,1,8,1980,1.571,0.02,0.434,0.521,0.434,0.521,0.136,0.079,0.11,0.218,0.016,0.019,0.072,0.047,0.084,0.066,0.02,0.015,0.053,0.122,0.061,0.169
2105,71,1,8,1980,-1.693,0.003,-0.322,-0.399,-0.322,-0.399,-0.099,-0.008,0.094,-0.165,0.004,0.002,0.005,0.04,0.064,0.082,0.017,0.011,0.099,0.04,0.112,0.09
2110,72,1,8,1980,1.153,0.003,0.309,0.123,0.309,0.123,0.093,0.109,0.02,0.032,0.006,0.002,0.054,0.067,0.106,0.164,0.021,0.021,0.114,0.079,0.113,0.073
2115,73,1,8,1980,-1.093,0.027,-0.295,-0.39,-0.295,-0.39,-0.005,-0.088,-0.209,-0.129,0.03,0.018,0.029,0.024,0.102,0.103,0.011,0.015,0.017,0.017,0.011,0.012
2120,74,1,8,1980,0.841,0.012,-0.168,0.339,-0.168,0.339,-0.13,-0.131,0.017,-0.016,0.002,0.007,0.017,0.002,0.012,0.005,0.005,0.006,0.013,0.016,0.038,0.006
2125,75,1,8,1980,0.403,0.02,0.474,0.092,0.474,0.092,0.13,0.083,0.026,0.067,0.035,0.025,0.063,0.034,0.063,0.038,0.035,0.029,0.023,0.031,0.024,0.035
2130,76,1,8,1980,-0.639,0.008,-0.101,0.04,-0.101,0.04,-0.038,0.15,-0.04,0.173,0.021,0.086,0.054,0.107,0.048,0.054,0.002,0.062,0.027,0.07,0.013,0.136
2135,77,1,8,1980,-0.384,0.01,-0.107,-0.34,-0.107,-0.34,0.089,-0.084,0.025,-0.232,0.034,0.046,0.073,0.059,0.105,0.058,0.034,0.012,0.014,0.008,0.019,0.016
2140,78,1,8,1980,1.028,0.044,0.227,0.32,0.227,0.32,0.142,0.09,0.032,0.081,0.031,0.032,0.149,0.117,0.174,0.104,0.023,0.022,0.035,0.033,0.041,0.062
2145,79,1,8,1980,-1.168,0.049,-0.464,-0.162,-0.464,-0.162,-0.127,-0.105,-0.012,-0.037,0.029,0.008,0.144,0.097,0.054,0.043,0.011,0.009,0.035,0.024,0.041,0.047
2165,0,2,9,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,1,2,9,1980,0.258,0.008,0.167,0.083,0.167,0.083,0.108,0.059,0.047,0.036,0.033,0.015,0.035,0.021,0.04,0.023,0.01,0.009,0.012,0.012,0.025,0.015
2175,2,2,9,1980,-0.65,0.008,-0.274,-0.126,-0.274,-0.126,-0.079,-0.028,-0.038,-0.005,0.008,0.006,0.012,0.008,0.009,0.017,0.001,0.003,0.005,0.009,0.003,0.019
2180,3,2,9,1980,0.579,0.006,0.124,0.057,0.124,0.057,0.013,0.004,0.032,-0.018,0.006,0.009,0.019,0.016,0.017,0.01,0.013,0.002,0.022,0.004,0.006,0.007
2185,4,2,9,1980,-0.204,0.003,-0.047,0.027,-0.047,0.027,-0.025,-0.005,-0.013,0.054,0.004,0.007,0.002,0.013,0.011,0.01,0.015,0.02,0.009,0.027,0.004,0.02
2190,5,2,9,1980,0.012,0.008,0.065,-0.078,0.065,-0.078,0.019,0.016,0.009,-0.046,0.014,0.017,0.015,0.012,0.007,0.017,0.006,0.004,0.008,0.01,0.023,0.007
2195,6,2,9,1980,0.007,0.008,-0.086,0.08,-0.086,0.08,-0.025,-0.026,-0.008,0.051,0.003,0.006,0.004,0.005,0.004,0.009,0.017,0.021,0.006,0.019,0.006,0.032
2200,7,2,9,1980,-0.012,0.006,0.066,-0.082,0.066,-0.082,0.015,0.0,0.008,-0.047,0.003,0.006,0.004,0.005,0.019,0.009,0.003,0.004,0.02,0.011,0.014,0.01
2205,8,2,9,1980,0.006,0.002,-0.018,0.012,-0.018,0.012,-0.001,-0.002,-0.015,-0.012,0.004,0.002,0.005,0.005,0.016,0.011,0.004,0.004,0.007,0.003,0.011,0.006
2210,9,2,9,1980,0.062,0.003,-0.026,0.081,-0.026,0.081,-0.019,-0.01,0.013,0.041,0.002,0.002,0.001,0.004,0.003,0.002,0.012,0.011,0.021,0.02,0.002,0.023
2215,10,2,9,1980,-0.11,0.003,0.041,-0.096,0.041,-0.096,0.009,0.003,-0.005,-0.037,0.003,0.005,0.007,0.004,0.005,0.002,0.004,0.003,0.002,0.007,0.024,0.007
2220,11,2,9,1980,0.179,0.005,0.007,0.115,0.007,0.115,0.013,0.006,0.02,0.053,0.006,0.004,0.007,0.004,0.015,0.009,0.015,0.017,0.03,0.022,0.005,0.031
2225,12,2,9,1980,0.179,0.077,0.313,-0.084,0.313,-0.084,0.183,0.149,-0.01,-0.001,0.055,0.056,0.101,0.088,0.055,0.022,0.014,0.011,0.018,0.023,0.008,0.035
2230,13,2,9,1980,-0.842,0.015,-0.595,0.044,-0.595,0.044,-0.154,-0.109,0.02,0.013,0.009,0.004,0.024,0.005,0.024,0.048,0.004,0.004,0.001,0.045,0.055,0.033
2235,14,2,9,1980,0.851,0.005,0.215,0.095,0.215,0.095,-0.007,-0.041,0.007,0.121,0.005,0.003,0.02,0.007,0.025,0.006,0.001,0.002,0.014,0.079,0.052,0.122
2240,15,2,9,1980,-0.413,0.009,0.049,-0.156,0.049,-0.156,-0.021,0.022,-0.044,0.016,0.009,0.008,0.011,0.01,0.009,0.02,0.004,0.003,0.003,0.082,0.016,0.134
2245,16,2,9,1980,0.016,0.008,0.008,-0.098,0.008,-0.098,0.002,0.007,-0.001,-0.125,0.008,0.013,0.01,0.009,0.013,0.023,0.011,0.006,0.005,0.054,0.006,0.034
2250,17,2,9,1980,0.323,0.005,-0.04,0.276,-0.04,0.276,-0.019,-0.012,0.067,0.083,0.002,0.004,0.003,0.011,0.007,0.018,0.008,0.013,0.023,0.066,0.058,0.098
2255,18,2,9,1980,-0.277,0.01,0.228,-0.274,0.228,-0.274,0.039,0.158,0.007,-0.131,0.008,0.015,0.007,0.062,0.036,0.114,0.009,0.026,0.035,0.008,0.052,0.012
2260,19,2,9,1980,-0.073,0.01,-0.269,0.15,-0.269,0.15,0.005,-0.077,0.036,-0.01,0.003,0.008,0.005,0.007,0.048,0.099,0.005,0.012,0.072,0.015,0.055,0.009
2265,20,2,9,1980,0.202,0.028,0.048,0.017,0.048,0.017,-0.021,-0.003,0.033,0.01,0.017,0.02,0.006,0.023,0.012,0.068,0.017,0.014,0.052,0.019,0.096,0.013
2270,21,2,9,1980,-0.13,0.01,-0.02,-0.027,-0.02,-0.027,-0.024,-0.02,0.033,-0.017,0.004,0.014,0.003,0.036,0.004,0.041,0.013,0.006,0.066,0.011,0.119,0.012
2275,22,2,9,1980,-0.12,0.013,-0.018,-0.152,-0.018,-0.152,0.012,-0.074,-0.132,-0.004,0.009,0.002,0.006,0.006,0.008,0.009,0.001,0.006,0.017,0.006,0.048,0.013
2280,23,2,9,1980,0.413,0.003,0.036,0.217,0.036,0.217,-0.011,-0.015,0.081,0.0,0.002,0.0,0.007,0.001,0.003,0.001,0.004,0.002,0.044,0.013,0.099,0.01
2285,24,2,9,1980,-0.13,0.003,0.226,-0.103,0.226,-0.103,0.061,0.139,-0.1,0.078,0.006,0.014,0.023,0.03,0.044,0.097,0.001,0.008,0.011,0.016,0.035,0.079
2290,25,2,9,1980,-0.058,0.049,-0.086,0.105,-0.086,0.105,0.018,0.096,0.06,0.023,0.024,0.061,0.018,0.088,0.049,0.088,0.042,0.043,0.014,0.04,0.051,0.043
2295,26,2,9,1980,-0.436,0.015,-0.184,-0.199,-0.184,-0.199,-0.01,-0.06,-0.047,-0.069,0.024,0.018,0.053,0.069,0.004,0.09,0.025,0.017,0.009,0.015,0.026,0.025
2300,27,2,9,1980,1.252,0.032,0.32,0.532,0.32,0.532,0.149,0.101,0.03,0.386,0.064,0.08,0.083,0.106,0.083,0.092,0.046,0.068,0.024,0.168,0.02,0.207
2305,28,2,9,1980,-2.081,0.053,-0.578,-0.672,-0.578,-0.672,-0.164,-0.164,-0.035,-0.221,0.024,0.038,0.007,0.037,0.035,0.039,0.014,0.021,0.018,0.112,0.023,0.089
2310,29,2,9,1980,1.722,0.034,0.352,0.139,0.352,0.139,0.068,-0.044,0.012,-0.129,0.031,0.023,0.048,0.02,0.055,0.027,0.017,0.023,0.028,0.029,0.022,0.041
2315,30,2,9,1980,-0.367,0.03,0.035,0.093,0.035,0.093,0.058,0.001,-0.034,0.01,0.078,0.01,0.053,0.019,0.061,0.042,0.015,0.013,0.011,0.039,0.007,0.051
2320,31,2,9,1980,0.065,0.033,0.209,-0.019,0.209,-0.019,0.055,0.213,-0.005,-0.038,0.072,0.076,0.102,0.112,0.073,0.096,0.021,0.02,0.005,0.032,0.002,0.013
2325,32,2,9,1980,-0.516,0.145,-0.465,0.027,-0.465,0.027,-0.102,-0.095,0.013,-0.029,0.071,0.09,0.045,0.065,0.029,0.034,0.021,0.025,0.015,0.008,0.005,0.003
2330,33,2,9,1980,0.583,0.099,0.103,0.088,0.103,0.088,-0.025,-0.069,0.047,0.025,0.056,0.056,0.037,0.038,0.027,0.026,0.043,0.033,0.029,0.016,0.016,0.012
2335,34,2,9,1980,-0.397,0.015,-0.021,-0.101,-0.021,-0.101,-0.069,-0.046,-0.031,0.002,0.013,0.017,0.016,0.038,0.022,0.019,0.019,0.015,0.018,0.024,0.02,0.024
2340,35,2,9,1980,0.867,0.102,0.573,0.085,0.573,0.085,0.026,0.432,0.014,0.042,0.04,0.052,0.032,0.211,0.005,0.243,0.026,0.01,0.022,0.042,0.023,0.053
2345,36,2,9,1980,-0.813,0.121,-0.153,-0.021,-0.153,-0.021,0.409,-0.104,-0.003,0.038,0.077,0.104,0.148,0.098,0.261,0.2,0.028,0.024,0.021,0.046,0.019,0.073
2350,37,2,9,1980,-0.535,0.054,-0.661,0.019,-0.661,0.019,-0.181,-0.175,0.104,-0.05,0.028,0.025,0.11,0.109,0.167,0.093,0.034,0.027,0.039,0.022,0.099,0.044
2355,38,2,9,1980,1.077,0.025,0.552,-0.088,0.552,-0.088,-0.156,0.352,-0.071,0.037,0.042,0.079,0.044,0.195,0.063,0.305,0.042,0.059,0.027,0.039,0.032,0.032
2360,39,2,9,1980,0.065,0.095,0.157,0.302,0.157,0.302,0.625,-0.272,0.087,0.181,0.099,0.089,0.292,0.109,0.383,0.109,0.065,0.062,0.079,0.078,0.044,0.171
2365,40,2,9,1980,-1.332,0.212,-0.527,-0.463,-0.527,-0.463,-0.387,0.213,-0.115,-0.08,0.128,0.159,0.112,0.175,0.147,0.186,0.027,0.057,0.035,0.09,0.011,0.084
2370,41,2,9,1980,0.29,0.029,-0.541,0.024,-0.541,0.024,-0.296,-0.419,0.011,-0.182,0.022,0.034,0.037,0.037,0.032,0.03,0.025,0.026,0.051,0.014,0.008,0.009
2375,42,2,9,1980,1.625,0.025,0.815,0.297,0.815,0.297,0.102,-0.002,0.127,-0.001,0.048,0.021,0.069,0.034,0.076,0.044,0.036,0.012,0.06,0.023,0.115,0.013
2380,43,2,9,1980,-1.034,0.097,0.108,-0.102,0.108,-0.102,0.103,0.105,-0.036,0.06,0.088,0.047,0.085,0.082,0.123,0.075,0.046,0.042,0.086,0.037,0.043,0.029
2385,44,2,9,1980,-0.211,0.095,-0.036,-0.167,-0.036,-0.167,0.02,0.152,-0.11,-0.033,0.093,0.115,0.13,0.104,0.093,0.137,0.029,0.017,0.029,0.033,0.007,0.025
2390,45,2,9,1980,-0.403,0.04,-0.65,0.099,-0.65,0.099,-0.223,-0.255,-0.014,-0.03,0.029,0.02,0.032,0.047,0.032,0.034,0.002,0.015,0.011,0.009,0.038,0.021
2420,0,3,10,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,1,3,10,1980,0.211,0.012,0.137,0.062,0.137,0.062,0.092,0.045,0.027,0.035,0.018,0.014,0.033,0.02,0.041,0.011,0.021,0.019,0.004,0.012,0.002,0.004
2430,2,3,10,1980,-0.463,0.016,-0.187,-0.081,-0.187,-0.081,-0.054,0.004,-0.007,-0.012,0.018,0.019,0.009,0.012,0.011,0.018,0.013,0.012,0.003,0.007,0.004,0.004
2435,3,3,10,1980,0.442,0.034,0.132,0.024,0.132,0.024,0.067,0.015,-0.001,0.006,0.024,0.019,0.03,0.013,0.051,0.032,0.012,0.016,0.002,0.008,0.005,0.005
2440,4,3,10,1980,-0.36,0.015,-0.183,-0.002,-0.183,-0.002,-0.063,-0.038,0.0,0.003,0.01,0.009,0.008,0.005,0.024,0.012,0.012,0.012,0.004,0.014,0.003,0.006
2445,5,3,10,1980,0.215,0.004,0.072,-0.031,0.072,-0.031,-0.029,0.0,-0.011,-0.017,0.004,0.005,0.004,0.005,0.005,0.016,0.004,0.006,0.003,0.005,0.001,0.004
2450,6,3,10,1980,0.019,0.002,0.041,0.021,0.041,0.021,0.004,0.008,0.0,-0.007,0.007,0.006,0.001,0.013,0.009,0.015,0.006,0.004,0.001,0.001,0.001,0.003
2455,7,3,10,1980,-0.063,0.007,-0.014,0.008,-0.014,0.008,0.008,-0.01,0.0,0.001,0.011,0.007,0.01,0.007,0.004,0.01,0.002,0.005,0.002,0.0,0.004,0.004
2460,8,3,10,1980,0.072,0.026,0.044,0.003,0.044,0.003,0.019,0.023,0.002,0.002,0.016,0.018,0.02,0.027,0.008,0.002,0.003,0.003,0.001,0.001,0.006,0.007
2465,9,3,10,1980,-0.091,0.019,-0.051,0.014,-0.051,0.014,-0.003,-0.006,0.008,0.01,0.016,0.023,0.012,0.015,0.013,0.003,0.012,0.01,0.0,0.005,0.006,0.006
2470,10,3,10,1980,0.014,0.019,0.003,-0.026,0.003,-0.026,0.002,-0.008,-0.005,-0.003,0.016,0.016,0.014,0.012,0.013,0.005,0.008,0.006,0.0,0.007,0.005,0.005
2475,11,3,10,1980,0.004,0.012,-0.012,0.0,-0.012,0.0,-0.019,0.001,-0.003,-0.005,0.008,0.014,0.006,0.014,0.01,0.006,0.001,0.003,0.002,0.005,0.007,0.005
2480,12,3,10,1980,0.011,0.009,0.002,0.0,0.002,0.0,-0.006,-0.01,-0.003,-0.005,0.009,0.005,0.006,0.009,0.003,0.01,0.0,0.002,0.002,0.004,0.005,0.002
2485,13,3,10,1980,0.062,0.011,0.022,0.04,0.022,0.04,0.011,-0.005,0.01,0.022,0.005,0.007,0.005,0.003,0.019,0.009,0.005,0.006,0.007,0.014,0.005,0.01
2490,14,3,10,1980,0.185,0.037,0.178,0.043,0.178,0.043,0.134,0.05,0.055,0.02,0.03,0.031,0.056,0.021,0.077,0.017,0.032,0.03,0.029,0.016,0.011,0.004
2495,15,3,10,1980,-0.433,0.012,-0.254,0.067,-0.254,0.067,-0.055,-0.015,0.091,0.051,0.044,0.027,0.038,0.002,0.026,0.025,0.036,0.029,0.046,0.027,0.081,0.045
2500,16,3,10,1980,-0.045,0.017,0.001,-0.238,0.001,-0.238,-0.081,0.012,-0.068,-0.028,0.013,0.019,0.007,0.031,0.007,0.016,0.014,0.018,0.043,0.007,0.038,0.048
2505,17,3,10,1980,0.254,0.006,0.022,0.006,0.022,0.006,-0.007,-0.04,-0.069,-0.021,0.011,0.016,0.005,0.004,0.004,0.006,0.009,0.007,0.008,0.027,0.009,0.018
2510,18,3,10,1980,0.314,0.026,0.178,0.144,0.178,0.144,0.06,0.071,0.04,0.014,0.02,0.029,0.033,0.034,0.027,0.034,0.022,0.02,0.024,0.024,0.02,0.022
2515,19,3,10,1980,-0.695,0.015,-0.221,-0.141,-0.221,-0.141,-0.029,-0.061,-0.045,-0.042,0.014,0.016,0.016,0.001,0.021,0.019,0.007,0.013,0.007,0.001,0.007,0.01
2520,20,3,10,1980,0.644,0.022,0.155,0.12,0.155,0.12,0.023,0.042,0.025,0.008,0.024,0.021,0.023,0.022,0.027,0.035,0.023,0.022,0.008,0.003,0.015,0.007
2525,21,3,10,1980,-0.409,0.013,-0.112,-0.013,-0.112,-0.013,-0.016,-0.031,0.004,0.016,0.015,0.014,0.026,0.017,0.017,0.016,0.017,0.017,0.021,0.021,0.012,0.01
2530,22,3,10,1980,0.205,0.019,0.041,0.033,0.041,0.033,-0.002,-0.004,0.008,0.045,0.019,0.017,0.017,0.015,0.02,0.011,0.016,0.019,0.023,0.028,0.019,0.046
2535,23,3,10,1980,0.068,0.03,0.082,0.049,0.082,0.049,0.036,0.04,0.017,0.085,0.023,0.028,0.033,0.022,0.036,0.033,0.023,0.023,0.018,0.062,0.034,0.093
2540,24,3,10,1980,-0.496,0.014,-0.07,-0.279,-0.07,-0.279,0.023,-0.017,-0.025,-0.152,0.033,0.017,0.038,0.026,0.044,0.023,0.032,0.013,0.015,0.003,0.003,0.01
2545,25,3,10,1980,0.704,0.023,0.049,0.297,0.049,0.297,0.021,0.034,0.045,0.075,0.039,0.021,0.05,0.044,0.047,0.035,0.029,0.024,0.043,0.043,0.023,0.034
2550,26,3,10,1980,-0.704,0.009,-0.157,-0.187,-0.157,-0.187,-0.058,-0.044,-0.025,-0.042,0.016,0.014,0.036,0.018,0.026,0.024,0.02,0.017,0.013,0.018,0.037,0.024
2555,27,3,10,1980,0.547,0.008,0.046,0.158,0.046,0.158,-0.052,-0.004,0.096,-0.005,0.007,0.006,0.012,0.012,0.007,0.034,0.011,0.008,0.049,0.013,0.106,0.033
2560,28,3,10,1980,-0.296,0.009,0.092,-0.185,0.092,-0.185,0.034,0.002,-0.109,0.015,0.014,0.012,0.027,0.017,0.019,0.025,0.021,0.021,0.019,0.011,0.017,0.037
2565,29,3,10,1980,0.045,0.011,-0.075,0.025,-0.075,0.025,-0.026,-0.013,-0.03,-0.039,0.013,0.008,0.017,0.018,0.004,0.015,0.009,0.007,0.018,0.017,0.0,0.006
2570,30,3,10,1980,0.32,0.03,0.083,0.168,0.083,0.168,0.025,0.019,0.068,0.031,0.025,0.027,0.012,0.016,0.022,0.017,0.015,0.02,0.025,0.017,0.055,0.024
2575,31,3,10,1980,-0.419,0.012,-0.066,-0.084,-0.066,-0.084,0.005,-0.027,0.043,-0.028,0.02,0.019,0.031,0.004,0.013,0.01,0.014,0.009,0.05,0.014,0.074,0.01
2580,32,3,10,1980,0.074,0.009,0.012,-0.085,0.012,-0.085,-0.027,0.017,-0.082,0.012,0.011,0.012,0.009,0.02,0.017,0.018,0.015,0.019,0.011,0.011,0.03,0.015
2585,33,3,10,1980,0.173,0.014,0.041,0.054,0.041,0.054,0.034,-0.003,-0.012,-0.004,0.016,0.013,0.04,0.021,0.015,0.013,0.013,0.009,0.016,0.005,0.015,0.027
2590,34,3,10,1980,-0.187,0.019,-0.072,-0.025,-0.072,-0.025,-0.035,-0.006,-0.019,-0.022,0.015,0.018,0.012,0.011,0.009,0.012,0.011,0.007,0.006,0.008,0.008,0.004
2595,35,3,10,1980,0.346,0.012,0.068,0.188,0.068,0.188,-0.003,0.03,0.122,0.025,0.007,0.016,0.017,0.02,0.009,0.035,0.004,0.001,0.047,0.011,0.096,0.032
2600,36,3,10,1980,-0.563,0.0,-0.039,-0.256,-0.039,-0.256,0.005,-0.017,-0.11,0.001,0.005,0.004,0.006,0.012,0.027,0.038,0.005,0.007,0.016,0.023,0.016,0.015
2610,38,3,10,1980,6.155,0.46,2.622,2.778,2.622,2.778,1.269,1.341,1.288,1.381,0.429,0.46,0.429,0.464,0.449,0.471,0.442,0.46,0.443,0.486,0.44,0.48
2615,39,3,10,1980,-16.183,0.032,-5.11,-5.245,-5.11,-5.245,-1.216,-1.284,-1.272,-1.304,0.027,0.038,0.034,0.032,0.03,0.041,0.037,0.028,0.014,0.035,0.002,0.059
2620,40,3,10,1980,15.999,0.06,2.951,2.665,2.951,2.665,0.311,0.14,0.094,-0.005,0.019,0.01,0.073,0.096,0.31,0.145,0.023,0.031,0.049,0.021,0.075,0.065
2625,41,3,10,1980,-6.626,0.037,-0.808,-0.179,-0.808,-0.179,-0.223,-0.134,-0.081,-0.009,0.05,0.028,0.047,0.01,0.082,0.079,0.026,0.018,0.034,0.005,0.006,0.085
