frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,delta_all_body,delta_head,delta_upper_body,delta_lower_body,delta_arms,delta_legs,delta_left_arm,delta_right_arm,delta_left_leg,delta_right_leg,delta_left_shoulder,delta_right_shoulder,delta_left_elbow,delta_right_elbow,delta_left_wrist,delta_right_wrist,delta_left_hip,delta_right_hip,delta_left_knee,delta_right_knee,delta_left_ankle,delta_right_ankle
250,17,1,1,1950,0.016,0.019,-0.015,0.099,-0.015,0.099,-0.011,0.008,0.037,0.055,0.007,0.004,0.009,0.006,0.024,0.01,0.021,0.016,0.02,0.04,0.016,0.014
255,18,1,1,1950,-0.216,0.013,0.009,-0.135,0.009,-0.135,0.015,-0.009,-0.015,-0.028,0.015,0.001,0.029,0.003,0.011,0.007,0.009,0.012,0.017,0.026,0.016,0.004
260,19,1,1,1950,0.132,0.022,0.002,-0.005,0.002,-0.005,-0.004,0.012,-0.018,-0.03,0.006,0.004,0.016,0.01,0.029,0.009,0.001,0.004,0.013,0.004,0.01,0.004
265,20,1,1,1950,0.115,0.017,0.005,0.112,0.005,0.112,-0.015,0.028,0.027,0.037,0.014,0.018,0.008,0.018,0.014,0.015,0.018,0.014,0.024,0.028,0.009,0.007
270,21,1,1,1950,-0.095,0.027,0.111,-0.099,0.111,-0.099,0.105,0.019,-0.018,-0.017,0.029,0.02,0.052,0.023,0.06,0.027,0.013,0.018,0.0,0.013,0.02,0.001
275,22,1,1,1950,-0.166,0.023,-0.179,0.029,-0.179,0.029,-0.016,-0.039,-0.004,-0.002,0.021,0.008,0.041,0.006,0.063,0.017,0.012,0.007,0.008,0.002,0.009,0.021
280,23,1,1,1950,0.379,0.048,0.089,0.115,0.089,0.115,-0.015,0.049,0.05,0.059,0.041,0.035,0.031,0.038,0.038,0.007,0.025,0.029,0.024,0.044,0.03,0.016
285,24,1,1,1950,-0.212,0.076,0.086,-0.122,0.086,-0.122,0.019,0.101,0.004,-0.017,0.044,0.062,0.045,0.062,0.04,0.057,0.033,0.027,0.032,0.018,0.018,0.027
290,25,1,1,1950,-0.376,0.048,-0.297,-0.087,-0.297,-0.087,-0.081,-0.096,-0.059,-0.041,0.028,0.036,0.011,0.025,0.009,0.024,0.005,0.005,0.009,0.007,0.01,0.019
295,26,1,1,1950,0.757,0.028,0.175,0.218,0.175,0.218,0.01,-0.012,0.077,0.041,0.027,0.028,0.019,0.024,0.012,0.021,0.024,0.022,0.053,0.034,0.024,0.016
300,27,1,1,1950,-0.297,0.064,0.189,-0.129,0.189,-0.129,0.067,0.12,-0.051,0.04,0.053,0.07,0.042,0.06,0.03,0.063,0.043,0.045,0.006,0.049,0.001,0.018
305,28,1,1,1950,0.06,0.071,0.104,0.009,0.104,0.009,0.022,0.269,0.006,-0.008,0.059,0.106,0.041,0.175,0.047,0.181,0.048,0.053,0.003,0.031,0.005,0.02
310,29,1,1,1950,-0.737,0.019,-0.495,-0.077,-0.495,-0.077,-0.014,-0.19,-0.026,-0.053,0.026,0.062,0.055,0.109,0.052,0.101,0.017,0.023,0.009,0.02,0.004,0.008
315,30,1,1,1950,0.606,0.011,-0.056,0.098,-0.056,0.098,-0.059,-0.201,0.025,-0.006,0.015,0.016,0.027,0.023,0.032,0.032,0.018,0.017,0.018,0.005,0.019,0.023
320,31,1,1,1950,0.344,0.018,0.411,-0.032,0.411,-0.032,0.012,0.139,-0.02,0.007,0.024,0.041,0.022,0.072,0.04,0.097,0.009,0.007,0.01,0.033,0.016,0.012
325,32,1,1,1950,-0.529,0.023,-0.174,0.019,-0.174,0.019,0.007,-0.03,-0.004,0.01,0.022,0.027,0.027,0.055,0.044,0.098,0.01,0.006,0.015,0.028,0.006,0.028
330,33,1,1,1950,-0.102,0.022,-0.184,-0.072,-0.184,-0.072,-0.059,-0.148,-0.014,-0.052,0.019,0.006,0.006,0.012,0.009,0.014,0.006,0.002,0.006,0.005,0.005,0.003
335,34,1,1,1950,1.124,0.034,0.726,0.13,0.726,0.13,0.055,0.464,0.014,0.05,0.01,0.054,0.019,0.176,0.06,0.266,0.022,0.022,0.006,0.027,0.003,0.011
340,35,1,1,1950,-1.826,0.014,-0.845,-0.105,-0.845,-0.105,-0.047,-0.279,-0.013,-0.028,0.013,0.023,0.014,0.076,0.015,0.118,0.012,0.01,0.004,0.018,0.002,0.004
345,36,1,1,1950,1.815,0.138,0.533,0.208,0.533,0.208,-0.009,0.216,0.092,0.075,0.022,0.074,0.004,0.158,0.007,0.201,0.006,0.006,0.048,0.039,0.056,0.062
350,37,1,1,1950,-1.568,0.056,-0.484,-0.261,-0.484,-0.261,0.038,-0.315,-0.049,-0.045,0.041,0.05,0.014,0.035,0.016,0.033,0.039,0.038,0.012,0.009,0.01,0.015
355,38,1,1,1950,0.976,0.009,0.235,0.043,0.235,0.043,-0.046,0.004,-0.025,-0.026,0.013,0.033,0.005,0.038,0.007,0.051,0.005,0.001,0.009,0.028,0.022,0.007
360,39,1,1,1950,-0.039,0.033,0.127,0.088,0.127,0.088,0.017,0.068,0.018,0.019,0.017,0.048,0.013,0.063,0.012,0.079,0.009,0.008,0.022,0.017,0.023,0.03
365,40,1,1,1950,-0.283,0.094,-0.042,-0.087,-0.042,-0.087,0.044,-0.001,-0.024,-0.026,0.033,0.045,0.025,0.064,0.028,0.08,0.017,0.013,0.005,0.006,0.008,0.01
370,41,1,1,1950,-0.026,0.039,-0.172,0.072,-0.172,0.072,-0.006,-0.123,-0.003,0.025,0.006,0.018,0.008,0.026,0.066,0.022,0.005,0.007,0.015,0.025,0.007,0.022
375,42,1,1,1950,0.506,0.072,0.391,-0.018,0.391,-0.018,0.076,0.186,0.017,-0.013,0.023,0.058,0.062,0.086,0.071,0.108,0.028,0.028,0.015,0.005,0.001,0.008
380,43,1,1,1950,-0.31,0.084,-0.206,0.257,-0.206,0.257,0.051,0.005,0.003,0.258,0.035,0.076,0.067,0.094,0.105,0.087,0.025,0.059,0.013,0.104,0.009,0.136
385,44,1,1,1950,-0.799,0.047,-0.267,-0.444,-0.267,-0.444,-0.1,-0.111,0.027,-0.21,0.051,0.055,0.023,0.06,0.033,0.031,0.031,0.025,0.034,0.022,0.009,0.042
395,46,1,1,1950,2.359,0.131,0.763,0.801,0.763,0.801,-0.021,0.573,0.188,0.43,0.053,0.199,0.017,0.253,0.016,0.267,0.079,0.163,0.081,0.16,0.102,0.196
400,47,1,1,1950,-4.262,0.008,-1.266,-1.309,-1.266,-1.309,-0.053,-0.661,-0.189,-0.502,0.008,0.011,0.007,0.028,0.018,0.019,0.007,0.002,0.035,0.012,0.031,0.003
405,48,1,1,1950,4.09,0.026,0.788,0.709,0.788,0.709,0.077,-0.003,-0.036,0.054,0.033,0.013,0.043,0.01,0.034,0.032,0.016,0.023,0.009,0.017,0.012,0.031
410,49,1,1,1950,-1.555,0.019,-0.019,-0.032,-0.019,-0.032,0.021,0.034,0.013,-0.027,0.039,0.036,0.055,0.034,0.037,0.019,0.027,0.025,0.001,0.008,0.022,0.011
415,50,1,1,1950,0.028,0.015,-0.036,0.017,-0.036,0.017,-0.066,0.085,0.002,0.001,0.018,0.023,0.026,0.049,0.021,0.102,0.014,0.015,0.025,0.012,0.013,0.018
445,0,1,2,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,1,1,2,1960,0.555,0.025,0.287,0.243,0.287,0.243,0.118,0.169,0.147,0.096,0.022,0.025,0.008,0.063,0.088,0.081,0.006,0.014,0.059,0.025,0.082,0.057
455,2,1,2,1960,-0.515,0.037,0.089,-0.086,0.089,-0.086,0.201,0.175,0.178,-0.021,0.02,0.026,0.109,0.097,0.19,0.221,0.013,0.01,0.101,0.034,0.211,0.031
460,3,1,2,1960,-1.317,0.008,-0.843,-0.442,-0.843,-0.442,-0.264,-0.203,-0.244,-0.041,0.01,0.002,0.025,0.033,0.02,0.106,0.007,0.012,0.017,0.011,0.057,0.011
465,4,1,2,1960,2.745,0.056,0.815,0.597,0.815,0.597,0.273,0.075,0.214,0.098,0.04,0.049,0.091,0.074,0.197,0.093,0.036,0.037,0.076,0.051,0.183,0.044
470,5,1,2,1960,-2.523,0.028,-0.573,-0.51,-0.573,-0.51,-0.22,-0.005,-0.209,0.011,0.041,0.037,0.032,0.064,0.035,0.11,0.025,0.02,0.029,0.041,0.032,0.082
475,6,1,2,1960,1.516,0.053,0.212,0.196,0.212,0.196,0.088,-0.101,0.025,-0.027,0.026,0.016,0.059,0.028,0.111,0.066,0.025,0.016,0.051,0.046,0.035,0.054
480,7,1,2,1960,-0.742,0.035,-0.173,-0.143,-0.173,-0.143,-0.134,-0.052,-0.08,-0.065,0.012,0.023,0.027,0.023,0.023,0.012,0.019,0.022,0.01,0.023,0.002,0.006
485,8,1,2,1960,0.524,0.037,0.126,0.08,0.126,0.08,-0.048,-0.012,-0.024,-0.041,0.005,0.006,0.001,0.003,0.008,0.037,0.004,0.006,0.002,0.002,0.001,0.002
490,9,1,2,1960,-0.1,0.013,0.048,0.082,0.048,0.082,-0.002,-0.01,0.01,0.007,0.003,0.005,0.002,0.006,0.007,0.025,0.007,0.005,0.007,0.008,0.003,0.004
495,10,1,2,1960,0.497,0.042,0.392,0.206,0.392,0.206,0.219,0.161,0.171,0.052,0.045,0.048,0.078,0.081,0.108,0.068,0.037,0.031,0.075,0.023,0.076,0.015
500,11,1,2,1960,-0.793,0.025,-0.217,0.039,-0.217,0.039,0.034,0.129,0.034,0.228,0.056,0.075,0.107,0.128,0.102,0.123,0.042,0.052,0.086,0.129,0.094,0.116
505,12,1,2,1960,-0.897,0.026,-0.528,-0.548,-0.528,-0.548,-0.177,-0.188,-0.156,-0.13,0.011,0.021,0.044,0.037,0.033,0.08,0.015,0.027,0.028,0.025,0.023,0.115
510,13,1,2,1960,1.541,0.007,0.34,0.144,0.34,0.144,-0.007,-0.018,-0.031,-0.111,0.012,0.018,0.01,0.04,0.059,0.062,0.002,0.007,0.011,0.018,0.022,0.031
515,14,1,2,1960,-0.03,0.032,0.186,0.243,0.186,0.243,0.004,0.157,0.097,0.004,0.006,0.043,0.035,0.108,0.044,0.126,0.016,0.026,0.038,0.015,0.078,0.019
520,15,1,2,1960,-0.164,0.041,0.058,0.198,0.058,0.198,0.168,0.051,0.0,0.299,0.067,0.061,0.092,0.142,0.094,0.125,0.032,0.051,0.029,0.12,0.071,0.188
525,16,1,2,1960,-1.138,0.085,-0.357,-0.569,-0.357,-0.569,-0.088,-0.05,-0.079,-0.191,0.04,0.028,0.05,0.123,0.075,0.127,0.012,0.031,0.034,0.081,0.007,0.056
530,17,1,2,1960,1.189,0.023,-0.028,0.353,-0.028,0.353,0.029,-0.195,-0.015,0.098,0.024,0.036,0.09,0.013,0.08,0.034,0.014,0.025,0.005,0.099,0.019,0.142
535,18,1,2,1960,-0.538,0.08,0.053,-0.323,0.053,-0.323,-0.158,0.045,-0.011,-0.229,0.011,0.017,0.009,0.011,0.016,0.1,0.005,0.004,0.008,0.017,0.014,0.016
540,19,1,2,1960,0.528,0.006,0.141,0.191,0.141,0.191,0.047,-0.019,-0.022,-0.027,0.009,0.009,0.025,0.009,0.049,0.091,0.001,0.003,0.003,0.003,0.001,0.004
545,20,1,2,1960,-0.406,0.013,-0.156,0.075,-0.156,0.075,-0.054,-0.074,0.008,0.018,0.001,0.009,0.006,0.012,0.022,0.014,0.001,0.009,0.006,0.008,0.006,0.011
550,21,1,2,1960,0.209,0.019,0.126,-0.004,0.126,-0.004,0.012,-0.014,0.012,0.01,0.008,0.009,0.009,0.006,0.024,0.006,0.013,0.013,0.004,0.013,0.008,0.012
555,22,1,2,1960,-0.122,0.022,0.004,-0.007,0.004,-0.007,-0.016,0.018,0.017,-0.002,0.012,0.007,0.007,0.012,0.006,0.02,0.019,0.012,0.017,0.011,0.006,0.013
595,0,1,3,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,1,1,3,1970,0.698,0.015,0.461,0.222,0.461,0.222,0.135,0.326,0.081,0.141,0.038,0.045,0.057,0.123,0.04,0.158,0.038,0.061,0.036,0.035,0.007,0.045
605,2,1,3,1970,-1.33,0.057,-0.594,-0.095,-0.594,-0.095,-0.027,-0.106,0.19,-0.063,0.031,0.041,0.028,0.078,0.049,0.101,0.06,0.05,0.075,0.025,0.136,0.003
610,3,1,3,1970,0.702,0.045,0.19,-0.165,0.19,-0.165,0.021,0.036,-0.074,0.036,0.043,0.039,0.035,0.057,0.051,0.16,0.043,0.043,0.076,0.04,0.078,0.031
615,4,1,3,1970,-0.201,0.035,-0.03,-0.136,-0.03,-0.136,0.111,-0.084,-0.122,-0.052,0.036,0.033,0.066,0.041,0.138,0.098,0.026,0.028,0.017,0.019,0.032,0.015
620,5,1,3,1970,0.201,0.016,-0.065,0.119,-0.065,0.119,-0.134,0.096,-0.019,-0.036,0.037,0.031,0.035,0.086,0.034,0.151,0.014,0.01,0.019,0.012,0.023,0.004
625,6,1,3,1970,0.014,0.019,0.041,0.024,0.041,0.024,0.167,-0.164,-0.033,0.002,0.023,0.026,0.109,0.032,0.141,0.046,0.007,0.011,0.006,0.006,0.01,0.011
630,7,1,3,1970,-0.127,0.021,-0.202,0.138,-0.202,0.138,-0.154,-0.045,0.037,0.07,0.008,0.012,0.041,0.021,0.07,0.026,0.024,0.02,0.023,0.03,0.013,0.048
635,8,1,3,1970,0.038,0.009,0.151,-0.165,0.151,-0.165,-0.031,-0.017,-0.01,-0.048,0.012,0.011,0.024,0.015,0.052,0.016,0.015,0.016,0.017,0.018,0.018,0.016
640,9,1,3,1970,0.49,0.032,0.253,0.2,0.253,0.2,0.219,-0.014,-0.031,0.173,0.025,0.01,0.075,0.01,0.207,0.008,0.007,0.009,0.01,0.052,0.002,0.162
645,10,1,3,1970,-1.033,0.015,-0.398,-0.165,-0.398,-0.165,-0.21,0.017,0.072,-0.095,0.012,0.019,0.014,0.005,0.071,0.021,0.021,0.017,0.028,0.014,0.042,0.097
650,11,1,3,1970,0.616,0.014,0.144,-0.09,0.144,-0.09,-0.045,-0.004,-0.073,-0.04,0.012,0.01,0.006,0.014,0.034,0.017,0.003,0.006,0.005,0.02,0.01,0.062
655,12,1,3,1970,0.204,0.041,0.115,0.116,0.115,0.116,0.018,0.048,0.048,-0.045,0.03,0.044,0.008,0.038,0.032,0.007,0.025,0.023,0.025,0.019,0.016,0.001
660,13,1,3,1970,-0.313,0.011,-0.136,0.084,-0.136,0.084,-0.022,-0.048,0.024,0.063,0.008,0.009,0.01,0.003,0.03,0.029,0.026,0.021,0.035,0.038,0.029,0.047
665,14,1,3,1970,0.105,0.017,0.109,-0.062,0.109,-0.062,0.037,0.002,0.076,-0.051,0.009,0.016,0.02,0.014,0.056,0.013,0.007,0.01,0.026,0.019,0.133,0.026
670,15,1,3,1970,-0.028,0.028,0.082,-0.074,0.082,-0.074,0.062,0.059,-0.066,0.017,0.043,0.033,0.025,0.031,0.079,0.038,0.039,0.034,0.028,0.021,0.033,0.017
675,16,1,3,1970,-0.242,0.008,-0.211,-0.003,-0.211,-0.003,-0.074,-0.016,0.007,-0.059,0.001,0.007,0.034,0.012,0.038,0.067,0.008,0.005,0.006,0.005,0.093,0.003
680,17,1,3,1970,0.478,0.024,0.168,0.08,0.168,0.08,0.066,0.012,-0.028,0.056,0.048,0.035,0.087,0.055,0.004,0.008,0.03,0.034,0.015,0.026,0.034,0.009
685,18,1,3,1970,-0.618,0.002,-0.23,-0.118,-0.23,-0.118,-0.098,-0.054,-0.045,-0.045,0.009,0.003,0.009,0.006,0.023,0.035,0.01,0.005,0.014,0.006,0.01,0.013
690,19,1,3,1970,0.976,0.004,0.259,0.367,0.259,0.367,0.065,0.042,0.058,0.219,0.002,0.012,0.036,0.027,0.068,0.047,0.005,0.014,0.025,0.077,0.062,0.152
695,20,1,3,1970,-1.016,0.024,0.044,-0.454,0.044,-0.454,0.086,0.065,-0.041,-0.136,0.046,0.031,0.085,0.066,0.061,0.054,0.023,0.018,0.012,0.026,0.016,0.063
700,21,1,3,1970,0.306,0.002,-0.249,0.167,-0.249,0.167,-0.021,-0.077,-0.017,0.007,0.002,0.002,0.03,0.032,0.139,0.04,0.005,0.005,0.017,0.031,0.012,0.078
705,22,1,3,1970,0.182,0.01,0.155,-0.063,0.155,-0.063,-0.045,0.102,0.011,-0.084,0.017,0.024,0.051,0.041,0.058,0.111,0.005,0.007,0.014,0.004,0.026,0.019
710,23,1,3,1970,-0.149,0.004,-0.188,0.137,-0.188,0.137,-0.092,-0.039,0.043,0.021,0.002,0.003,0.005,0.032,0.027,0.102,0.007,0.011,0.027,0.017,0.054,0.023
715,24,1,3,1970,0.267,0.008,0.153,0.059,0.153,0.059,0.123,-0.101,0.147,-0.024,0.011,0.009,0.022,0.002,0.124,0.025,0.016,0.011,0.051,0.005,0.168,0.011
720,25,1,3,1970,-0.274,0.043,0.078,-0.175,0.078,-0.175,0.02,0.08,-0.094,0.042,0.042,0.04,0.064,0.027,0.071,0.049,0.023,0.025,0.013,0.026,0.105,0.018
725,26,1,3,1970,-0.041,0.028,-0.049,-0.074,-0.049,-0.074,0.084,-0.033,-0.122,-0.004,0.009,0.011,0.052,0.042,0.2,0.03,0.01,0.004,0.005,0.019,0.004,0.042
730,27,1,3,1970,0.312,0.09,-0.021,0.148,-0.021,0.148,-0.115,0.145,0.02,0.002,0.061,0.047,0.056,0.029,0.029,0.152,0.006,0.009,0.029,0.017,0.004,0.041
735,28,1,3,1970,-0.454,0.018,-0.2,-0.055,-0.2,-0.055,-0.036,-0.134,-0.013,-0.02,0.004,0.02,0.06,0.032,0.046,0.042,0.008,0.017,0.014,0.003,0.004,0.027
740,29,1,3,1970,0.499,0.002,0.181,0.079,0.181,0.079,-0.007,0.018,0.017,0.029,0.008,0.01,0.041,0.038,0.054,0.064,0.02,0.016,0.019,0.023,0.004,0.037
745,30,1,3,1970,-0.011,0.022,0.078,0.151,0.078,0.151,0.071,0.018,0.135,0.062,0.007,0.006,0.063,0.015,0.104,0.109,0.019,0.017,0.049,0.046,0.11,0.075
750,31,1,3,1970,-0.799,0.009,-0.164,-0.393,-0.164,-0.393,-0.039,-0.036,-0.093,-0.103,0.014,0.005,0.037,0.004,0.084,0.085,0.005,0.001,0.021,0.016,0.059,0.018
755,32,1,3,1970,0.764,0.021,0.05,0.145,0.05,0.145,-0.042,0.017,-0.059,0.008,0.007,0.011,0.011,0.015,0.075,0.085,0.002,0.004,0.017,0.012,0.007,0.027
760,33,1,3,1970,-0.036,0.012,-0.02,0.188,-0.02,0.188,0.032,-0.077,0.067,0.07,0.031,0.021,0.048,0.005,0.046,0.008,0.021,0.017,0.019,0.034,0.053,0.062
765,34,1,3,1970,-0.17,0.018,0.091,-0.099,0.091,-0.099,-0.079,0.125,-0.054,0.092,0.014,0.012,0.015,0.024,0.017,0.123,0.018,0.017,0.011,0.05,0.01,0.138
770,35,1,3,1970,-0.181,0.024,-0.107,-0.088,-0.107,-0.088,0.017,-0.078,-0.004,-0.046,0.024,0.007,0.017,0.032,0.022,0.042,0.005,0.016,0.01,0.031,0.02,0.112
775,36,1,3,1970,0.118,0.01,-0.011,-0.052,-0.011,-0.052,-0.047,-0.025,-0.007,-0.095,0.007,0.01,0.005,0.02,0.004,0.026,0.002,0.009,0.006,0.02,0.02,0.035
780,37,1,3,1970,0.24,0.015,0.095,0.077,0.095,0.077,0.04,-0.017,0.014,-0.039,0.02,0.007,0.026,0.01,0.01,0.022,0.015,0.007,0.014,0.007,0.013,0.011
785,38,1,3,1970,-0.149,0.02,-0.016,0.034,-0.016,0.034,-0.012,0.019,-0.026,0.035,0.01,0.006,0.02,0.026,0.014,0.026,0.002,0.011,0.005,0.025,0.009,0.024
790,39,1,3,1970,-0.049,0.028,-0.03,-0.009,-0.03,-0.009,-0.002,-0.021,0.014,-0.014,0.019,0.005,0.014,0.01,0.009,0.022,0.004,0.004,0.007,0.027,0.019,0.015
795,40,1,3,1970,0.021,0.03,0.013,-0.033,0.013,-0.033,-0.013,0.003,-0.022,-0.011,0.011,0.012,0.013,0.008,0.005,0.02,0.003,0.003,0.003,0.024,0.002,0.008
800,41,1,3,1970,0.311,0.014,0.218,0.089,0.218,0.089,0.113,0.095,0.031,0.025,0.027,0.023,0.047,0.025,0.068,0.087,0.025,0.021,0.009,0.025,0.005,0.014
805,42,1,3,1970,-0.501,0.042,-0.316,0.094,-0.316,0.094,-0.027,-0.081,0.06,0.09,0.016,0.017,0.052,0.013,0.047,0.024,0.012,0.02,0.032,0.053,0.055,0.077
830,0,2,4,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,1,2,4,1970,0.126,0.01,0.087,0.029,0.087,0.029,0.038,0.049,0.009,0.02,0.003,0.004,0.008,0.016,0.027,0.029,0.005,0.013,0.002,0.002,0.002,0.005
840,2,2,4,1970,-0.298,0.001,-0.149,-0.024,-0.149,-0.024,-0.026,-0.036,0.006,-0.001,0.003,0.002,0.008,0.004,0.001,0.007,0.004,0.01,0.008,0.005,0.003,0.004
845,3,2,4,1970,0.341,0.007,0.172,-0.01,0.172,-0.01,0.001,0.109,0.0,-0.005,0.002,0.011,0.008,0.024,0.003,0.087,0.005,0.004,0.009,0.008,0.001,0.002
850,4,2,4,1970,-0.048,0.002,0.076,0.043,0.076,0.043,0.08,0.106,0.016,0.022,0.013,0.024,0.052,0.075,0.028,0.129,0.009,0.021,0.014,0.01,0.008,0.005
855,5,2,4,1970,-0.331,0.017,-0.307,0.08,-0.307,0.08,-0.034,-0.087,0.049,0.069,0.013,0.006,0.013,0.023,0.033,0.112,0.021,0.027,0.029,0.036,0.03,0.042
860,6,2,4,1970,0.577,0.01,0.625,-0.268,0.625,-0.268,0.301,0.203,-0.061,-0.089,0.021,0.023,0.107,0.092,0.232,0.229,0.006,0.004,0.002,0.004,0.011,0.008
865,7,2,4,1970,-1.145,0.046,-1.003,0.179,-1.003,0.179,-0.228,-0.271,0.011,0.018,0.033,0.039,0.042,0.017,0.057,0.017,0.012,0.007,0.003,0.004,0.015,0.023
870,8,2,4,1970,1.189,0.011,0.449,-0.049,0.449,-0.049,-0.077,0.027,-0.007,-0.013,0.005,0.006,0.016,0.015,0.034,0.079,0.007,0.008,0.001,0.002,0.015,0.011
875,9,2,4,1970,-0.142,0.008,0.253,0.008,0.253,0.008,0.189,0.014,-0.017,0.005,0.002,0.002,0.065,0.059,0.177,0.053,0.001,0.006,0.002,0.011,0.003,0.009
880,10,2,4,1970,-0.391,0.013,-0.14,0.005,-0.14,0.005,-0.078,0.141,0.003,-0.01,0.006,0.003,0.065,0.085,0.095,0.167,0.001,0.004,0.004,0.006,0.004,0.006
885,11,2,4,1970,0.448,0.005,-0.01,0.331,-0.01,0.331,0.288,-0.235,0.042,0.282,0.004,0.007,0.147,0.004,0.303,0.009,0.033,0.03,0.017,0.127,0.001,0.141
890,12,2,4,1970,-0.996,0.03,-0.11,-0.59,-0.11,-0.59,-0.29,0.233,-0.033,-0.233,0.03,0.026,0.064,0.031,0.07,0.196,0.008,0.006,0.007,0.038,0.003,0.021
895,13,2,4,1970,1.222,0.034,0.023,0.495,0.023,0.495,0.151,-0.185,0.053,0.176,0.01,0.011,0.073,0.041,0.232,0.016,0.015,0.013,0.026,0.081,0.03,0.147
900,14,2,4,1970,-1.138,0.011,-0.17,-0.427,-0.17,-0.427,-0.232,0.028,-0.023,-0.175,0.004,0.005,0.021,0.046,0.058,0.045,0.02,0.022,0.016,0.026,0.012,0.018
