frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,left_arm_up,left_arm_down,left_leg_up,left_leg_down,right_arm_up,right_arm_down,right_leg_up,right_leg_down,jump,duck
250,21,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,22,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,23,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,24,1,1,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
270,25,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,26,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,27,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,28,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,29,1,1,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
295,30,1,1,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,31,1,1,1950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305,32,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,33,1,1,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,34,1,1,1950,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
320,35,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,36,1,1,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0,2,2,1950,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
340,1,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
350,3,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
355,4,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,5,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
365,6,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,7,2,2,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,8,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,9,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,10,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,11,2,2,1950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,12,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,13,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
405,14,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,15,2,2,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
415,16,2,2,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,17,2,2,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,18,2,2,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
430,19,2,2,1950,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
435,20,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
440,21,2,2,1950,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
450,23,2,2,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
455,24,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,25,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,26,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,27,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,28,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,29,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,30,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,31,2,2,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,32,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,33,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,34,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,35,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,36,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,37,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,38,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,39,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,40,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,41,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,42,2,2,1950,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
550,43,2,2,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555,44,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
560,45,2,2,1950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
565,46,2,2,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
570,47,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,48,2,2,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,0,3,3,1950,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,1,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
605,2,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,3,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,4,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,5,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,6,3,3,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
630,7,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
635,8,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,9,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
645,10,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,11,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,12,3,3,1950,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
660,13,3,3,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
665,14,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,15,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,16,3,3,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
680,17,3,3,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,18,3,3,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,19,3,3,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
695,20,3,3,1950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,21,3,3,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
705,22,3,3,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
710,23,3,3,1950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
715,24,3,3,1950,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,0,4,4,1950,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
170,1,4,4,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,4,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,5,4,4,1950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,6,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,7,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8,4,4,1950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210,9,4,4,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,10,4,4,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,11,4,4,1950,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
225,12,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
230,13,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,14,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,15,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,16,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,17,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,18,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,19,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,20,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,21,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,22,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,23,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,24,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,25,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,26,4,4,1950,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
300,27,4,4,1950,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
305,28,4,4,1950,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
310,29,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,30,4,4,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
320,31,4,4,1950,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
325,32,4,4,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
330,33,4,4,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,34,4,4,1950,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
340,35,4,4,1950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,36,4,4,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
350,37,4,4,1950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
355,38,4,4,1950,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,39,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,40,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,41,4,4,1950,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
375,42,4,4,1950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
380,43,4,4,1950,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
385,44,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
390,45,4,4,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
395,46,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,47,4,4,1950,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
405,48,4,4,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,49,4,4,1950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
415,50,4,4,1950,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
750,0,1,5,1960,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
755,1,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,2,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,3,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,4,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,5,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,6,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,7,1,5,1960,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,8,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,9,1,5,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
800,10,1,5,1960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
805,11,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
810,12,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,13,1,5,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
820,14,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,15,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,16,1,5,1960,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,17,1,5,1960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
840,18,1,5,1960,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
845,19,1,5,1960,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
885,0,2,6,1960,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
890,1,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,2,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
900,3,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,4,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
910,5,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,6,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
920,7,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,8,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
930,9,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,10,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,11,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,12,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,13,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,14,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,15,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,16,2,6,1960,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
970,17,2,6,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
975,18,2,6,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,19,2,6,1960,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
985,20,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
990,21,2,6,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,22,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,23,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,24,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,25,2,6,1960,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1015,26,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1020,27,2,6,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,28,2,6,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1030,29,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,30,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1040,31,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,32,2,6,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1050,33,2,6,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,34,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,35,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,36,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,37,2,6,1960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1075,38,2,6,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1080,39,2,6,1960,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1085,40,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,41,2,6,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,0,3,7,1960,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1130,1,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,2,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,3,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,4,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,5,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,6,3,7,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,7,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,8,3,7,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,9,3,7,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,10,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,11,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,12,3,7,1960,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,13,3,7,1960,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1195,14,3,7,1960,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1200,15,3,7,1960,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1205,16,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,17,3,7,1960,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1215,18,3,7,1960,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1220,19,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,20,3,7,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,21,3,7,1960,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,22,3,7,1960,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,23,3,7,1960,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1245,24,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,25,3,7,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1255,26,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,27,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,28,3,7,1960,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1270,29,3,7,1960,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1275,30,3,7,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,31,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,32,3,7,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,33,3,7,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,34,3,7,1960,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,35,3,7,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,36,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,37,3,7,1960,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,38,3,7,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,39,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,40,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1330,41,3,7,1960,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1335,42,3,7,1960,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1340,43,3,7,1960,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1345,44,3,7,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,45,3,7,1960,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
